user_id,age,gender,city,city_tier,preferred_platform,activity_level,monthly_txn_frequency,device_type,registration_date
USR002774,33,Female,Kanpur,Tier2,Google Pay,High,27,Android,2022-05-13
USR002775,36,Male,Pune,Tier1,PhonePe,Medium,19,iOS,2021-06-23
USR002776,32,Male,Chennai,Tier1,Paytm,Medium,20,Android,2019-03-20
USR002777,20,Male,Guwahati,Tier3,PhonePe,High,44,Web,2021-07-19
USR002778,24,Female,Lucknow,Tier2,PhonePe,Medium,10,Android,2019-04-10
USR002779,32,Male,Noida,Tier3,Paytm,Low,3,Web,2020-02-25
USR002780,25,Female,Bangalore,Tier1,Google Pay,Medium,10,iOS,2020-08-14
USR002781,20,Female,Bangalore,Tier1,Google Pay,Medium,6,Android,2020-03-13
USR002782,48,Female,Ghaziabad,Tier3,Google Pay,Medium,13,iOS,2021-03-22
USR002783,62,Female,Delhi,Tier1,Google Pay,Medium,20,Android,2021-06-24
USR002784,46,Female,Tiruchirappalli,Tier3,Google Pay,Medium,12,iOS,2021-08-07
USR002785,48,Female,Varanasi,Tier3,CRED,Medium,6,iOS,2019-09-30
USR002786,26,Male,Bangalore,Tier1,PhonePe,Low,5,Android,2022-06-17
USR002787,59,Female,Nagpur,Tier2,Google Pay,Medium,6,Android,2019-10-04
USR002788,25,Female,Bhopal,Tier2,Google Pay,Medium,19,Android,2022-07-03
USR002789,58,Male,Lucknow,Tier2,Google Pay,Medium,10,Web,2022-11-12
USR002790,64,Male,Aurangabad,Tier3,PhonePe,Medium,17,Android,2019-09-25
USR002791,42,Male,Aligarh,Tier3,Google Pay,High,31,iOS,2022-07-23
USR002792,62,Male,Aligarh,Tier3,PhonePe,High,45,Android,2022-08-22
USR002793,37,Male,Rajkot,Tier3,Paytm,Power,105,Android,2019-01-02
USR002794,27,Male,Coimbatore,Tier2,CRED,Medium,6,Android,2022-02-18
USR002795,32,Male,Bhopal,Tier2,Google Pay,Low,1,Android,2019-04-14
USR002796,37,Female,Delhi,Tier1,Google Pay,High,33,Android,2020-12-22
USR002797,21,Female,Hyderabad,Tier1,PhonePe,Low,4,Android,2021-03-01
USR002798,38,Male,Chennai,Tier1,Google Pay,Medium,20,iOS,2021-09-05
USR002799,62,Female,Nagpur,Tier2,PhonePe,Low,2,Android,2022-10-06
USR002800,25,Male,Noida,Tier3,CRED,Low,2,Android,2019-11-03
USR002801,46,Male,Pune,Tier1,Google Pay,Medium,18,Android,2021-01-01
USR002802,52,Female,Madurai,Tier2,Paytm,Medium,7,iOS,2020-11-01
USR002803,57,Male,Delhi,Tier1,PhonePe,Medium,19,Android,2022-11-18
USR002804,59,Male,Pune,Tier1,Google Pay,High,49,Android,2022-01-09
USR002805,35,Female,Chennai,Tier1,PhonePe,Medium,13,Android,2021-01-22
USR002806,61,Female,Ghaziabad,Tier3,Google Pay,Medium,13,Android,2020-06-04
USR002807,44,Male,Chennai,Tier1,Paytm,High,34,Android,2022-05-07
USR002808,24,Female,Kanpur,Tier2,WhatsApp Pay,Medium,14,Android,2022-09-17
USR002809,33,Male,Nashik,Tier2,Google Pay,Low,4,Android,2022-12-16
USR002810,42,Female,Kolkata,Tier1,Paytm,High,27,Android,2022-01-19
USR002811,26,Male,Bangalore,Tier1,Google Pay,Medium,20,Android,2022-04-14
USR002812,39,Female,Aligarh,Tier3,Google Pay,High,50,iOS,2020-09-05
USR002813,40,Male,Ranchi,Tier2,PhonePe,Low,5,Android,2020-08-25
USR002814,24,Male,Bangalore,Tier1,PhonePe,Medium,18,iOS,2021-02-27
USR002815,36,Female,Mumbai,Tier1,Amazon Pay,High,23,Android,2022-12-14
USR002816,45,Male,Aligarh,Tier3,PhonePe,Low,2,Android,2022-05-10
USR002817,34,Female,Bangalore,Tier1,CRED,High,47,iOS,2019-06-04
USR002818,18,Male,Vadodara,Tier2,Amazon Pay,Low,3,Web,2020-06-30
USR002819,18,Female,Ahmedabad,Tier1,Paytm,Medium,8,Android,2019-05-22
USR002820,29,Female,Lucknow,Tier2,Paytm,Medium,16,Android,2020-09-22
USR002821,54,Female,Ranchi,Tier2,Google Pay,Low,3,iOS,2020-08-14
USR002822,26,Male,Hyderabad,Tier1,PhonePe,High,39,iOS,2021-09-27
USR002823,39,Male,Meerut,Tier3,PhonePe,High,24,iOS,2019-12-27
USR002824,26,Male,Ranchi,Tier2,Paytm,Low,1,Android,2020-11-14
USR002825,28,Male,Jaipur,Tier2,PhonePe,High,22,Android,2019-03-03
USR002826,48,Female,Vadodara,Tier2,PhonePe,High,37,Android,2021-05-27
USR002827,43,Female,Patna,Tier2,PhonePe,Medium,6,Android,2020-02-22
USR002828,22,Female,Gorakhpur,Tier3,Amazon Pay,Medium,7,Android,2019-09-07
USR002829,32,Male,Ghaziabad,Tier3,PhonePe,High,49,Android,2019-05-15
USR002830,19,Male,Patna,Tier2,Paytm,Medium,11,iOS,2019-12-24
USR002831,33,Female,Varanasi,Tier3,PhonePe,Medium,13,Android,2022-06-12
USR002832,40,Male,Kanpur,Tier2,Google Pay,Medium,17,Web,2020-04-19
USR002833,23,Male,Hyderabad,Tier1,PhonePe,High,32,Android,2019-10-07
USR002834,28,Female,Nagpur,Tier2,Google Pay,Medium,15,Android,2021-06-11
USR002835,31,Male,Pune,Tier1,Google Pay,Low,4,Android,2019-11-22
USR002836,53,Female,Kolkata,Tier1,Google Pay,Medium,12,Android,2021-04-21
USR002837,64,Male,Allahabad,Tier3,PhonePe,High,26,iOS,2020-06-20
USR002838,20,Female,Vadodara,Tier2,Paytm,Medium,7,Android,2022-11-27
USR002839,44,Male,Bangalore,Tier1,CRED,Medium,12,Android,2022-08-07
USR002840,30,Female,Meerut,Tier3,Google Pay,Medium,8,Android,2019-07-11
USR002841,30,Male,Jodhpur,Tier3,Google Pay,High,46,iOS,2019-10-03
USR002842,44,Female,Varanasi,Tier3,PhonePe,High,31,Android,2019-07-17
USR002843,53,Male,Visakhapatnam,Tier2,PhonePe,High,35,Android,2021-01-02
USR002844,58,Female,Chennai,Tier1,PhonePe,Medium,13,Android,2021-01-07
USR002845,37,Female,Nashik,Tier2,Paytm,High,45,iOS,2019-11-24
USR002846,29,Female,Varanasi,Tier3,Paytm,Medium,7,Android,2022-03-16
USR002847,45,Female,Tiruchirappalli,Tier3,Paytm,Medium,15,Android,2022-03-17
USR002848,26,Male,Chennai,Tier1,Paytm,Low,5,iOS,2019-01-19
USR002849,36,Female,Bangalore,Tier1,WhatsApp Pay,Medium,9,Web,2019-07-27
USR002850,29,Male,Delhi,Tier1,Google Pay,High,43,Android,2022-02-16
USR002851,40,Female,Hyderabad,Tier1,Google Pay,High,46,Android,2021-06-17
USR002852,26,Male,Faridabad,Tier3,Paytm,Low,1,Android,2019-02-24
USR002853,25,Female,Pune,Tier1,PhonePe,Medium,16,Android,2022-04-27
USR002854,53,Male,Allahabad,Tier3,PhonePe,Medium,17,Android,2020-08-20
USR002855,22,Male,Chennai,Tier1,Google Pay,Medium,19,iOS,2020-10-03
USR002856,34,Female,Visakhapatnam,Tier2,WhatsApp Pay,Medium,16,Android,2021-05-25
USR002857,26,Female,Ahmedabad,Tier1,Paytm,High,32,Android,2021-04-07
USR002858,19,Male,Bhopal,Tier2,PhonePe,High,36,Android,2019-10-16
USR002859,19,Female,Aurangabad,Tier3,PhonePe,Medium,7,iOS,2019-12-02
USR002860,24,Female,Mumbai,Tier1,Google Pay,Medium,19,Android,2021-04-21
USR002861,49,Female,Agra,Tier2,PhonePe,High,31,iOS,2021-01-19
USR002862,27,Male,Agra,Tier2,Paytm,High,50,Android,2021-08-13
USR002863,58,Female,Hyderabad,Tier1,PhonePe,Medium,17,Android,2019-10-13
USR002864,37,Female,Hyderabad,Tier1,PhonePe,Power,127,Android,2020-12-20
USR002865,32,Male,Hyderabad,Tier1,PhonePe,Medium,16,Android,2020-01-11
USR002866,37,Male,Kanpur,Tier2,Google Pay,High,46,Android,2021-04-22
USR002867,35,Female,Vadodara,Tier2,PhonePe,High,45,Web,2021-02-14
USR002868,44,Male,Meerut,Tier3,CRED,Power,62,Android,2021-06-07
USR002869,27,Male,Nagpur,Tier2,Paytm,High,40,Android,2019-05-05
USR002870,29,Male,Vadodara,Tier2,PhonePe,Low,5,Android,2021-08-20
USR002871,50,Female,Patna,Tier2,WhatsApp Pay,High,21,Android,2021-08-25
USR002872,57,Female,Patna,Tier2,Paytm,Low,4,Android,2022-03-28
USR002873,50,Male,Bareilly,Tier3,Amazon Pay,Medium,20,Android,2020-09-29
USR002874,31,Female,Ranchi,Tier2,Paytm,High,33,Android,2021-07-21
USR002875,45,Male,Patna,Tier2,Google Pay,High,43,Android,2021-10-30
USR002876,33,Female,Pune,Tier1,WhatsApp Pay,Medium,14,iOS,2019-11-09
USR002877,34,Female,Surat,Tier2,PhonePe,Medium,9,Android,2022-07-05
USR002878,25,Male,Ahmedabad,Tier1,Google Pay,Low,3,Android,2022-06-06
USR002879,37,Female,Bikaner,Tier3,Google Pay,High,21,Web,2019-10-06
USR002880,25,Female,Ahmedabad,Tier1,PhonePe,Power,121,Android,2020-01-04
USR002881,29,Female,Aurangabad,Tier3,Google Pay,Power,95,Android,2020-04-14
USR002882,48,Female,Coimbatore,Tier2,PhonePe,Power,58,Android,2022-10-15
USR002883,25,Female,Bangalore,Tier1,PhonePe,Medium,14,Android,2019-12-23
USR002884,21,Male,Jaipur,Tier2,Google Pay,High,27,iOS,2019-12-20
USR002885,21,Female,Mumbai,Tier1,PhonePe,Medium,13,Web,2021-08-23
USR002886,56,Male,Coimbatore,Tier2,Google Pay,Low,2,Android,2019-11-10
USR002887,34,Male,Mumbai,Tier1,Google Pay,High,36,Web,2019-12-23
USR002888,31,Female,Amritsar,Tier3,CRED,High,29,Android,2021-01-30
USR002889,46,Male,Chennai,Tier1,WhatsApp Pay,High,49,Android,2019-01-16
USR002890,48,Female,Pune,Tier1,Amazon Pay,Power,137,Android,2021-06-17
USR002891,29,Male,Pune,Tier1,Google Pay,Medium,11,Android,2020-01-03
USR002892,41,Male,Delhi,Tier1,PhonePe,High,42,iOS,2022-02-16
USR002893,45,Female,Chennai,Tier1,Google Pay,High,48,Web,2022-07-10
USR002894,39,Female,Visakhapatnam,Tier2,Google Pay,High,34,Android,2021-04-19
USR002895,24,Male,Mumbai,Tier1,CRED,High,37,Android,2019-10-11
USR002896,49,Female,Nagpur,Tier2,PhonePe,High,46,Android,2020-05-17
USR002897,35,Female,Indore,Tier2,PhonePe,Power,94,Android,2021-02-13
USR002898,27,Male,Chennai,Tier1,PhonePe,Low,1,Android,2022-12-11
USR002899,32,Female,Jaipur,Tier2,PhonePe,Low,2,Android,2022-10-11
USR002900,19,Male,Patna,Tier2,PhonePe,High,39,iOS,2020-01-12
USR002901,23,Female,Mumbai,Tier1,PhonePe,Power,93,Android,2020-03-11
USR002902,44,Female,Coimbatore,Tier2,PhonePe,High,31,Web,2019-06-10
USR002903,18,Male,Hyderabad,Tier1,PhonePe,High,35,Android,2020-05-23
USR002904,31,Male,Nagpur,Tier2,Paytm,High,47,Android,2019-06-05
USR002905,35,Other,Ranchi,Tier2,PhonePe,Low,3,Android,2019-05-28
USR002906,20,Male,Ranchi,Tier2,Google Pay,Medium,12,Android,2019-11-22
USR002907,61,Female,Lucknow,Tier2,Paytm,Medium,9,Android,2019-11-15
USR002908,26,Female,Kolkata,Tier1,Amazon Pay,Medium,6,Android,2021-06-17
USR002909,28,Male,Bhopal,Tier2,PhonePe,Medium,11,Android,2020-09-21
USR002910,28,Female,Agra,Tier2,PhonePe,High,26,Android,2019-06-03
USR002911,26,Male,Ahmedabad,Tier1,PhonePe,Low,2,Android,2020-10-18
USR002912,18,Male,Amritsar,Tier3,Paytm,Medium,8,Android,2019-09-05
USR002913,43,Female,Ahmedabad,Tier1,Google Pay,Low,5,Android,2021-07-12
USR002914,60,Male,Jodhpur,Tier3,PhonePe,High,31,Android,2020-06-14
USR002915,26,Male,Kolkata,Tier1,PhonePe,Medium,19,iOS,2020-02-02
USR002916,40,Male,Bareilly,Tier3,Google Pay,High,45,Android,2020-04-06
USR002917,43,Female,Bikaner,Tier3,Google Pay,Low,5,Android,2019-09-29
USR002918,48,Male,Kolkata,Tier1,Google Pay,Medium,11,Android,2019-08-19
USR002919,31,Male,Lucknow,Tier2,PhonePe,Low,3,Android,2021-05-16
USR002920,28,Male,Lucknow,Tier2,Paytm,Medium,17,iOS,2022-07-19
USR002921,29,Male,Agra,Tier2,PhonePe,Medium,20,iOS,2020-04-23
USR002922,42,Male,Amritsar,Tier3,Paytm,Medium,7,Android,2020-11-23
USR002923,47,Female,Delhi,Tier1,Amazon Pay,Power,94,iOS,2020-05-24
USR002924,25,Female,Bangalore,Tier1,Google Pay,High,40,iOS,2022-10-19
USR002925,30,Female,Nashik,Tier2,Google Pay,Low,5,Android,2021-03-13
USR002926,51,Male,Hyderabad,Tier1,Paytm,Medium,7,Android,2019-05-13
USR002927,46,Female,Patna,Tier2,PhonePe,High,40,iOS,2019-12-04
USR002928,62,Male,Nagpur,Tier2,PhonePe,Medium,6,iOS,2019-08-22
USR002929,44,Female,Madurai,Tier2,Google Pay,Medium,15,Android,2021-03-01
USR002930,30,Male,Mumbai,Tier1,PhonePe,Medium,13,Android,2022-08-20
USR002931,37,Female,Mumbai,Tier1,Google Pay,High,34,Android,2020-05-05
USR002932,40,Male,Delhi,Tier1,Google Pay,High,34,Android,2019-05-08
USR002933,21,Male,Bikaner,Tier3,Paytm,Medium,6,Android,2019-12-08
USR002934,36,Male,Mumbai,Tier1,PhonePe,Medium,6,Android,2021-03-21
USR002935,42,Female,Nagpur,Tier2,PhonePe,High,44,Android,2022-06-26
USR002936,24,Male,Agra,Tier2,Paytm,Medium,19,Android,2019-06-26
USR002937,45,Male,Coimbatore,Tier2,Amazon Pay,Medium,17,iOS,2022-09-07
USR002938,37,Male,Indore,Tier2,Google Pay,Medium,6,Android,2020-03-30
USR002939,58,Male,Lucknow,Tier2,Paytm,Power,106,Android,2020-11-26
USR002940,19,Male,Meerut,Tier3,Paytm,High,24,Android,2021-07-08
USR002941,27,Male,Madurai,Tier2,PhonePe,High,29,Android,2019-01-16
USR002942,38,Female,Surat,Tier2,Google Pay,High,33,Android,2019-01-09
USR002943,28,Male,Nagpur,Tier2,Google Pay,High,45,Android,2021-09-01
USR002944,42,Female,Pune,Tier1,PhonePe,Medium,8,Android,2020-03-06
USR002945,44,Male,Bikaner,Tier3,PhonePe,Low,3,Android,2020-03-30
USR002946,22,Male,Moradabad,Tier3,Paytm,High,44,Android,2022-02-10
USR002947,35,Female,Indore,Tier2,Paytm,Power,101,Android,2021-06-25
USR002948,34,Male,Agra,Tier2,PhonePe,Medium,7,Android,2022-07-15
USR002949,30,Other,Delhi,Tier1,Google Pay,Medium,7,iOS,2020-03-21
USR002950,55,Male,Pune,Tier1,PhonePe,Low,3,Android,2021-08-07
USR002951,47,Female,Ranchi,Tier2,Google Pay,Low,4,Android,2022-11-10
USR002952,41,Female,Hyderabad,Tier1,Google Pay,High,44,Android,2021-03-19
USR002953,42,Male,Bangalore,Tier1,Paytm,Low,5,Web,2019-08-05
USR002954,33,Female,Surat,Tier2,PhonePe,Low,3,Android,2020-06-28
USR002955,54,Male,Ahmedabad,Tier1,PhonePe,Medium,13,Android,2019-12-15
USR002956,41,Male,Pune,Tier1,Paytm,High,42,iOS,2019-04-25
USR002957,43,Female,Gorakhpur,Tier3,Paytm,High,30,Android,2021-04-07
USR002958,49,Female,Bangalore,Tier1,Amazon Pay,Low,4,Android,2022-06-07
USR002959,27,Male,Pune,Tier1,Google Pay,High,38,Web,2019-09-19
USR002960,46,Male,Bareilly,Tier3,PhonePe,Medium,12,Android,2022-04-06
USR002961,25,Female,Amritsar,Tier3,Google Pay,Power,108,iOS,2020-10-14
USR002962,29,Male,Varanasi,Tier3,Google Pay,Medium,9,Android,2020-02-09
USR002963,29,Male,Allahabad,Tier3,Google Pay,High,39,Android,2022-11-03
USR002964,62,Other,Faridabad,Tier3,PhonePe,Medium,13,Android,2020-05-13
USR002965,49,Female,Amritsar,Tier3,PhonePe,Medium,12,Android,2020-12-10
USR002966,41,Male,Nashik,Tier2,Google Pay,Medium,18,Android,2019-06-06
USR002967,43,Male,Ahmedabad,Tier1,Paytm,High,37,Android,2019-04-22
USR002968,36,Female,Ranchi,Tier2,WhatsApp Pay,High,39,Android,2020-07-05
USR002969,57,Female,Indore,Tier2,WhatsApp Pay,Medium,8,iOS,2022-06-24
USR002970,34,Female,Chennai,Tier1,PhonePe,High,38,iOS,2021-07-21
USR002971,30,Female,Guwahati,Tier3,CRED,High,50,Web,2019-04-20
USR002972,24,Female,Visakhapatnam,Tier2,Paytm,Low,5,Android,2019-05-01
USR002973,45,Male,Hyderabad,Tier1,Paytm,Medium,9,iOS,2022-03-23
USR002974,43,Female,Jaipur,Tier2,CRED,High,37,iOS,2020-09-07
USR002975,30,Male,Coimbatore,Tier2,Google Pay,High,49,Android,2021-08-10
USR002976,19,Male,Mumbai,Tier1,Google Pay,High,26,Android,2020-12-24
USR002977,48,Male,Allahabad,Tier3,PhonePe,Power,116,iOS,2021-02-21
USR002978,18,Male,Ahmedabad,Tier1,PhonePe,Medium,13,Android,2021-10-19
USR002979,41,Male,Jaipur,Tier2,Paytm,Low,2,iOS,2022-07-17
USR002980,60,Male,Hyderabad,Tier1,Paytm,Low,2,Android,2021-10-16
USR002981,32,Female,Delhi,Tier1,Google Pay,Medium,8,iOS,2019-07-21
USR002982,26,Male,Mumbai,Tier1,PhonePe,Medium,6,Android,2020-06-05
USR002983,41,Male,Lucknow,Tier2,PhonePe,High,23,Android,2019-08-19
USR002984,47,Female,Surat,Tier2,PhonePe,Medium,9,Android,2022-12-04
USR002985,36,Other,Mumbai,Tier1,PhonePe,High,47,Android,2019-12-24
USR002986,60,Male,Vadodara,Tier2,CRED,Low,1,Android,2019-05-18
USR002987,20,Female,Kolkata,Tier1,Google Pay,Low,5,Android,2020-01-23
USR002988,34,Male,Agra,Tier2,Google Pay,Medium,15,Android,2022-04-12
USR002989,42,Female,Pune,Tier1,PhonePe,Medium,16,Android,2022-12-04
USR002990,49,Female,Nashik,Tier2,Google Pay,Medium,8,Android,2020-02-04
USR002991,24,Male,Pune,Tier1,Paytm,Medium,10,Android,2020-09-01
USR002992,46,Female,Surat,Tier2,PhonePe,Medium,13,iOS,2020-08-02
USR002993,36,Female,Ranchi,Tier2,Google Pay,High,45,Android,2022-01-17
USR002994,31,Male,Bangalore,Tier1,Google Pay,High,31,Android,2021-07-09
USR002995,23,Female,Mumbai,Tier1,Google Pay,Medium,16,Web,2019-01-26
USR002996,49,Female,Ranchi,Tier2,WhatsApp Pay,Medium,9,Android,2021-12-10
USR002997,24,Male,Chandigarh,Tier3,PhonePe,Medium,19,Android,2022-03-01
USR002998,28,Male,Madurai,Tier2,Google Pay,Medium,18,Android,2022-11-05
USR002999,28,Female,Patna,Tier2,PhonePe,Medium,17,Android,2022-10-10
USR003000,49,Male,Visakhapatnam,Tier2,Google Pay,Medium,15,Android,2022-07-22
USR003001,40,Female,Nashik,Tier2,CRED,Low,4,Android,2022-08-14
USR003002,46,Female,Rajkot,Tier3,PhonePe,High,46,Android,2019-06-26
USR003003,26,Male,Ahmedabad,Tier1,Paytm,Medium,6,iOS,2021-04-29
USR003004,38,Female,Jaipur,Tier2,Paytm,Medium,10,Android,2022-12-11
USR003005,37,Male,Bhopal,Tier2,Google Pay,High,37,Web,2020-05-31
USR003006,47,Female,Mysore,Tier3,Paytm,Low,3,Android,2021-10-01
USR003007,51,Male,Moradabad,Tier3,PhonePe,Low,3,Android,2019-03-10
USR003008,18,Female,Surat,Tier2,PhonePe,Medium,7,Android,2019-11-06
USR003009,40,Female,Jodhpur,Tier3,Google Pay,High,44,iOS,2020-06-21
USR003010,20,Female,Delhi,Tier1,Google Pay,High,41,iOS,2021-04-28
USR003011,36,Male,Vadodara,Tier2,CRED,High,37,iOS,2021-06-27
USR003012,27,Male,Delhi,Tier1,CRED,Low,5,Web,2019-04-25
USR003013,28,Female,Nagpur,Tier2,PhonePe,Medium,19,iOS,2019-04-16
USR003014,29,Male,Bhopal,Tier2,Google Pay,High,27,Android,2022-08-06
USR003015,38,Male,Bareilly,Tier3,PhonePe,Medium,9,Android,2020-04-24
USR003016,29,Female,Agra,Tier2,Paytm,Medium,14,Android,2021-01-07
USR003017,43,Female,Coimbatore,Tier2,Google Pay,Medium,13,iOS,2019-03-18
USR003018,31,Male,Kolkata,Tier1,Google Pay,High,34,Web,2020-06-23
USR003019,21,Male,Bhopal,Tier2,Paytm,Medium,20,Android,2022-12-04
USR003020,45,Female,Jabalpur,Tier3,Google Pay,High,47,Android,2019-05-10
USR003021,27,Female,Nagpur,Tier2,Google Pay,Medium,20,iOS,2021-12-05
USR003022,32,Male,Patna,Tier2,Google Pay,Medium,10,iOS,2019-11-12
USR003023,41,Male,Bhopal,Tier2,PhonePe,Medium,9,iOS,2019-12-24
USR003024,29,Female,Allahabad,Tier3,PhonePe,Medium,16,Android,2022-05-01
USR003025,20,Male,Pune,Tier1,Google Pay,Medium,8,Android,2020-08-11
USR003026,30,Female,Kolkata,Tier1,Paytm,Medium,11,Android,2021-12-07
USR003027,57,Male,Jaipur,Tier2,Google Pay,Power,84,iOS,2021-07-06
USR003028,39,Male,Lucknow,Tier2,PhonePe,High,45,Android,2019-03-21
USR003029,40,Female,Pune,Tier1,CRED,Power,138,Android,2021-06-10
USR003030,39,Male,Patna,Tier2,Paytm,Medium,7,Android,2020-02-16
USR003031,25,Male,Gorakhpur,Tier3,Google Pay,High,42,Android,2021-04-04
USR003032,31,Female,Visakhapatnam,Tier2,Paytm,High,49,Android,2021-07-20
USR003033,44,Male,Kanpur,Tier2,Google Pay,Medium,15,Android,2021-02-21
USR003034,22,Female,Bangalore,Tier1,Paytm,High,26,Android,2021-11-06
USR003035,27,Male,Meerut,Tier3,PhonePe,High,38,Android,2022-06-07
USR003036,27,Male,Kolkata,Tier1,PhonePe,High,33,Android,2020-03-27
USR003037,32,Male,Allahabad,Tier3,Google Pay,High,44,Android,2019-08-22
USR003038,62,Male,Nashik,Tier2,PhonePe,Low,2,Android,2021-12-16
USR003039,21,Female,Amritsar,Tier3,Amazon Pay,Medium,13,Web,2021-06-21
USR003040,35,Male,Agra,Tier2,Paytm,High,30,Android,2019-06-03
USR003041,24,Male,Hyderabad,Tier1,Amazon Pay,Low,2,Android,2019-03-01
USR003042,60,Female,Bareilly,Tier3,Paytm,Medium,11,iOS,2021-09-29
USR003043,23,Female,Kanpur,Tier2,Paytm,Medium,11,Android,2022-10-24
USR003044,31,Female,Indore,Tier2,Paytm,High,26,Android,2022-03-26
USR003045,43,Male,Varanasi,Tier3,Google Pay,Medium,8,iOS,2019-07-11
USR003046,41,Female,Indore,Tier2,Google Pay,Power,142,iOS,2021-02-09
USR003047,31,Female,Bikaner,Tier3,PhonePe,Medium,9,Web,2020-01-11
USR003048,29,Female,Bangalore,Tier1,PhonePe,High,35,Web,2019-05-03
USR003049,31,Male,Noida,Tier3,Paytm,Low,1,Android,2021-03-17
USR003050,27,Female,Delhi,Tier1,PhonePe,Medium,9,Android,2020-07-29
USR003051,25,Male,Mumbai,Tier1,Amazon Pay,Medium,9,Android,2020-06-01
USR003052,34,Male,Coimbatore,Tier2,Paytm,High,44,Android,2019-05-18
USR003053,27,Male,Bhopal,Tier2,PhonePe,Medium,9,iOS,2022-08-07
USR003054,27,Male,Bangalore,Tier1,Google Pay,Low,4,Android,2019-01-13
USR003055,40,Female,Coimbatore,Tier2,PhonePe,High,34,iOS,2019-09-23
USR003056,60,Female,Tiruchirappalli,Tier3,Paytm,Low,1,Android,2020-05-12
USR003057,38,Female,Chennai,Tier1,PhonePe,High,25,Web,2022-11-22
USR003058,21,Female,Delhi,Tier1,Google Pay,Medium,8,Android,2019-11-08
USR003059,21,Male,Kanpur,Tier2,PhonePe,Low,3,Android,2019-10-13
USR003060,58,Male,Hyderabad,Tier1,PhonePe,High,25,Android,2021-10-24
USR003061,28,Female,Hyderabad,Tier1,PhonePe,Low,4,Android,2021-02-27
USR003062,22,Male,Indore,Tier2,Paytm,Medium,8,Android,2022-01-27
USR003063,38,Female,Faridabad,Tier3,PhonePe,Power,69,Web,2022-04-04
USR003064,38,Male,Madurai,Tier2,Google Pay,Medium,8,Android,2019-06-05
USR003065,39,Male,Indore,Tier2,CRED,Medium,17,Android,2021-09-15
USR003066,27,Male,Delhi,Tier1,Google Pay,Power,106,Android,2019-11-13
USR003067,18,Male,Delhi,Tier1,CRED,Medium,12,Android,2022-09-13
USR003068,60,Other,Ranchi,Tier2,Google Pay,High,34,Web,2021-08-03
USR003069,26,Female,Nagpur,Tier2,PhonePe,Medium,12,Android,2019-06-18
USR003070,40,Female,Ranchi,Tier2,PhonePe,Low,2,Android,2019-01-19
USR003071,42,Male,Coimbatore,Tier2,Paytm,Power,129,Android,2019-01-20
USR003072,38,Male,Delhi,Tier1,Paytm,High,46,Android,2020-03-21
USR003073,28,Female,Chennai,Tier1,PhonePe,Medium,10,Web,2021-08-01
USR003074,27,Male,Ahmedabad,Tier1,PhonePe,Medium,20,Android,2019-02-02
USR003075,38,Male,Kolkata,Tier1,Paytm,Low,4,Android,2021-01-30
USR003076,49,Male,Nashik,Tier2,Google Pay,High,46,Android,2021-10-22
USR003077,57,Male,Kanpur,Tier2,Google Pay,High,26,Android,2021-02-28
USR003078,22,Male,Jaipur,Tier2,Paytm,Low,2,Android,2019-05-29
USR003079,24,Female,Bhopal,Tier2,Google Pay,High,50,Android,2022-04-28
USR003080,57,Male,Visakhapatnam,Tier2,PhonePe,High,29,Android,2020-03-01
USR003081,43,Female,Bhopal,Tier2,PhonePe,Medium,7,Android,2022-12-11
USR003082,50,Female,Surat,Tier2,Google Pay,Power,119,Web,2020-07-15
USR003083,25,Male,Delhi,Tier1,Paytm,Medium,12,Android,2019-07-13
USR003084,37,Male,Delhi,Tier1,Paytm,High,31,Android,2021-07-31
USR003085,41,Female,Rajkot,Tier3,Paytm,High,49,Android,2019-01-27
USR003086,40,Female,Nagpur,Tier2,Amazon Pay,Low,1,iOS,2019-11-07
USR003087,31,Male,Delhi,Tier1,Google Pay,Low,1,Android,2019-02-24
USR003088,18,Female,Kanpur,Tier2,Amazon Pay,Low,5,Android,2020-03-02
USR003089,37,Male,Ghaziabad,Tier3,PhonePe,Medium,6,Android,2022-08-06
USR003090,27,Female,Jaipur,Tier2,Amazon Pay,High,29,Android,2022-04-28
USR003091,32,Male,Mumbai,Tier1,PhonePe,High,44,iOS,2020-09-12
USR003092,59,Female,Agra,Tier2,Google Pay,Power,104,Android,2020-05-01
USR003093,31,Female,Ranchi,Tier2,Google Pay,High,48,iOS,2022-09-14
USR003094,48,Female,Agra,Tier2,PhonePe,Low,3,iOS,2020-10-10
USR003095,25,Male,Delhi,Tier1,PhonePe,High,32,Android,2022-08-22
USR003096,40,Female,Madurai,Tier2,Google Pay,High,49,iOS,2019-12-17
USR003097,61,Female,Allahabad,Tier3,Google Pay,High,31,Android,2020-03-31
USR003098,22,Female,Bangalore,Tier1,Google Pay,Medium,11,Android,2019-01-06
USR003099,18,Male,Jaipur,Tier2,Google Pay,High,36,iOS,2020-11-05
USR003100,32,Male,Surat,Tier2,Amazon Pay,High,36,Android,2020-06-09
USR003101,22,Male,Indore,Tier2,PhonePe,High,26,Android,2019-04-26
USR003102,44,Male,Ghaziabad,Tier3,Google Pay,Medium,14,Android,2019-05-15
USR003103,53,Male,Ahmedabad,Tier1,Google Pay,Medium,15,Android,2021-11-14
USR003104,32,Male,Chennai,Tier1,Google Pay,High,45,Android,2022-07-04
USR003105,27,Male,Pune,Tier1,Paytm,Low,2,Android,2022-10-18
