user_id,total_txns,total_spend,avg_txn_amount,max_txn_amount,unique_merchants,unique_categories,unique_platforms,failed_txns,fraud_txns,cross_city_txns,festival_txns,failure_rate,cross_city_rate,festival_txn_rate,avg_spend_per_day
USR000502,44,96041.95,2182.7715909090907,15501.71,44,16,4,2,0,44,22,4.55,100.0,50.0,131.56
USR000503,53,108874.55,2054.2367924528303,14698.31,53,15,5,3,1,52,19,5.66,98.11,35.85,149.14
USR000504,57,192074.37,3369.725789473684,54367.39,56,15,5,3,0,55,17,5.26,96.49,29.82,263.12
USR000505,48,211918.33000000002,4414.965208333334,50000.0,47,16,4,2,0,47,18,4.17,97.92,37.5,290.3
USR000506,60,220588.71,3676.4784999999997,50900.52,58,14,5,6,0,57,13,10.0,95.0,21.67,302.18
USR000507,46,174341.73,3790.0376086956526,33669.4,46,16,5,2,0,45,17,4.35,97.83,36.96,238.82
USR000508,52,108456.37,2085.699423076923,14051.79,52,16,4,4,0,50,23,7.69,96.15,44.23,148.57
USR000509,50,136223.5,2724.47,15239.37,49,16,5,3,0,49,19,6.0,98.0,38.0,186.61
USR000510,44,190400.44,4327.282727272727,26552.15,44,16,5,1,1,42,12,2.27,95.45,27.27,260.82
USR000511,45,152930.32,3398.451555555556,22063.96,45,15,5,2,0,44,11,4.44,97.78,24.44,209.49
USR000512,50,175632.04,3512.6408,26855.71,49,16,5,3,0,50,13,6.0,100.0,26.0,240.59
USR000513,55,139987.74,2545.231636363636,14530.12,54,17,4,4,0,50,15,7.27,90.91,27.27,191.76
USR000514,47,111167.63,2365.2687234042555,10520.6,46,17,4,3,0,46,17,6.38,97.87,36.17,152.28
USR000515,45,162403.76,3608.9724444444446,61268.31,45,18,5,6,0,43,12,13.33,95.56,26.67,222.47
USR000516,45,136628.84,3036.1964444444443,34691.35,45,14,5,5,0,43,13,11.11,95.56,28.89,187.16
USR000517,55,142118.78,2583.9778181818183,25169.77,53,17,4,6,0,54,20,10.91,98.18,36.36,194.68
USR000518,51,128737.63,2524.2672549019608,11705.55,51,17,3,5,0,51,18,9.8,100.0,35.29,176.35
USR000519,55,256826.57,4669.5740000000005,62958.46,54,16,4,3,0,54,24,5.45,98.18,43.64,351.82
USR000520,43,140510.92,3267.6958139534886,13445.37,43,16,3,3,0,41,17,6.98,95.35,39.53,192.48
USR000521,55,121703.99,2212.7998181818184,13260.93,54,16,4,2,0,55,13,3.64,100.0,23.64,166.72
USR000522,48,126168.25,2628.5052083333335,13510.71,47,17,3,2,0,47,10,4.17,97.92,20.83,172.83
USR000523,43,139031.23,3233.2844186046514,32531.15,41,15,5,3,0,40,14,6.98,93.02,32.56,190.45
USR000524,43,129424.45,3009.8709302325583,23942.99,43,17,5,2,0,42,18,4.65,97.67,41.86,177.29
USR000525,58,184387.2,3179.089655172414,20215.11,57,18,5,1,0,54,17,1.72,93.1,29.31,252.59
USR000526,60,175011.74,2916.862333333333,34250.91,60,17,5,4,0,57,23,6.67,95.0,38.33,239.74
USR000527,49,156359.78,3191.015918367347,27512.67,49,17,4,5,0,48,21,10.2,97.96,42.86,214.19
USR000528,53,123495.08,2330.0958490566036,16624.38,51,15,4,2,0,51,28,3.77,96.23,52.83,169.17
USR000529,40,186235.99,4655.89975,40067.9,40,15,4,4,0,39,11,10.0,97.5,27.5,255.12
USR000530,40,154156.04,3853.9010000000003,28438.76,40,15,4,1,0,38,22,2.5,95.0,55.0,211.17
USR000531,62,153438.72,2474.818064516129,16810.09,61,17,3,4,0,61,21,6.45,98.39,33.87,210.19
USR000532,49,95775.38,1954.5995918367348,11750.05,47,15,3,2,0,49,14,4.08,100.0,28.57,131.2
USR000533,41,106337.73,2593.603170731707,33496.4,40,13,4,3,0,40,16,7.32,97.56,39.02,145.67
USR000534,52,135741.35,2610.410576923077,21606.66,52,15,4,1,0,52,19,1.92,100.0,36.54,185.95
USR000535,52,141484.14,2720.8488461538464,31782.42,51,17,5,4,0,49,15,7.69,94.23,28.85,193.81
USR000536,44,112769.49,2562.9429545454545,14271.58,44,14,3,3,0,41,15,6.82,93.18,34.09,154.48
USR000537,51,161048.67,3157.81705882353,15470.93,51,18,3,2,0,49,14,3.92,96.08,27.45,220.61
USR000538,50,97914.73,1958.2946,7982.95,49,12,4,1,0,48,20,2.0,96.0,40.0,134.13
USR000539,52,124552.59,2395.2421153846153,12745.73,52,15,5,5,0,50,16,9.62,96.15,30.77,170.62
USR000540,44,96914.12,2202.593636363636,9355.27,42,14,4,4,0,40,12,9.09,90.91,27.27,132.76
USR000541,47,149788.61,3186.991702127659,31490.26,47,18,4,5,0,47,17,10.64,100.0,36.17,205.19
USR000542,43,133159.94,3096.7427906976745,20897.82,42,15,4,5,0,43,19,11.63,100.0,44.19,182.41
USR000543,59,145639.77,2468.4706779661014,21926.8,57,16,4,4,0,58,15,6.78,98.31,25.42,199.51
USR000544,56,171349.72,3059.816428571429,20416.32,55,17,4,2,0,54,17,3.57,96.43,30.36,234.73
USR000545,61,175382.8,2875.127868852459,16493.46,59,17,4,3,1,57,18,4.92,93.44,29.51,240.25
USR000546,46,121189.26,2634.5491304347825,26341.28,45,15,5,2,0,46,11,4.35,100.0,23.91,166.01
USR000547,66,211095.33000000002,3198.414090909091,22387.13,65,17,6,4,0,64,19,6.06,96.97,28.79,289.17
USR000548,63,173456.71,2753.281111111111,19178.54,63,16,5,4,0,57,18,6.35,90.48,28.57,237.61
USR000549,46,136498.93,2967.368043478261,16596.48,46,14,3,4,0,44,15,8.7,95.65,32.61,186.98
USR000550,50,126811.82,2536.2364000000002,23867.78,50,17,6,3,0,48,20,6.0,96.0,40.0,173.71
USR000551,48,131499.96,2739.5825,20363.38,48,16,3,1,0,48,9,2.08,100.0,18.75,180.14
USR000552,45,116748.38,2594.4084444444447,21596.08,44,16,4,3,0,44,15,6.67,97.78,33.33,159.93
USR000553,47,78842.34,1677.4965957446807,8463.55,47,16,5,1,0,47,13,2.13,100.0,27.66,108.0
USR000554,48,80751.98,1682.3329166666665,15989.68,48,17,5,6,0,48,12,12.5,100.0,25.0,110.62
USR000555,49,144849.16,2956.105306122449,30164.74,46,15,5,4,0,46,14,8.16,93.88,28.57,198.42
USR000556,57,224620.29,3940.706842105263,34480.07,56,18,5,3,0,56,17,5.26,98.25,29.82,307.7
USR000557,44,150885.62,3429.218636363636,30959.89,44,15,4,5,0,43,20,11.36,97.73,45.45,206.69
USR000558,49,230182.27000000002,4697.597346938775,31383.52,47,17,4,2,0,48,17,4.08,97.96,34.69,315.32
USR000559,43,148081.58,3443.7576744186044,23595.98,43,15,4,3,0,42,17,6.98,97.67,39.53,202.85
USR000560,59,251924.43,4269.905593220339,42072.93,57,17,6,1,0,59,25,1.69,100.0,42.37,345.1
USR000561,47,162593.63,3459.438936170213,28698.89,47,17,4,4,0,45,13,8.51,95.74,27.66,222.73
USR000562,57,161505.58,2833.431228070175,26621.87,57,17,5,7,0,57,26,12.28,100.0,45.61,221.24
USR000563,50,112029.74,2240.5948000000003,31523.87,50,15,4,2,0,48,13,4.0,96.0,26.0,153.47
USR000564,62,146500.18,2362.906129032258,23891.69,61,16,5,2,0,60,16,3.23,96.77,25.81,200.69
USR000565,63,196025.42,3111.5146031746035,30323.03,63,18,3,5,0,61,21,7.94,96.83,33.33,268.53
USR000566,51,196543.34,3853.7909803921566,27787.09,51,17,4,2,0,51,18,3.92,100.0,35.29,269.24
USR000567,42,151198.55,3599.965476190476,38476.52,42,16,4,3,0,41,10,7.14,97.62,23.81,207.12
USR000568,53,123499.0,2330.169811320755,11511.13,53,17,5,0,0,52,14,0.0,98.11,26.42,169.18
USR000569,45,103856.02,2307.9115555555554,5927.47,44,16,3,2,0,45,15,4.44,100.0,33.33,142.27
USR000570,44,130170.49,2958.4202272727275,16301.21,44,14,4,1,0,44,18,2.27,100.0,40.91,178.32
USR000571,42,90740.52,2160.4885714285715,34485.76,42,16,4,1,0,42,13,2.38,100.0,30.95,124.3
USR000572,63,188534.87,2992.616984126984,19218.05,63,18,4,3,1,60,21,4.76,95.24,33.33,258.27
USR000573,49,92176.32,1881.1493877551022,12157.31,47,15,5,3,0,47,20,6.12,95.92,40.82,126.27
USR000574,48,98887.89,2060.164375,17996.11,48,15,2,3,0,46,14,6.25,95.83,29.17,135.46
USR000575,49,150322.08,3067.797551020408,16205.31,48,16,2,5,0,46,14,10.2,93.88,28.57,205.92
USR000576,45,191359.79,4252.439777777778,39023.57,44,14,4,4,0,44,10,8.89,97.78,22.22,262.14
USR000577,44,114429.87,2600.6788636363635,21588.86,44,17,4,2,0,42,12,4.55,95.45,27.27,156.75
USR000578,42,149066.32,3549.1980952380954,34258.82,42,15,3,1,0,42,12,2.38,100.0,28.57,204.2
USR000579,54,197720.2,3661.4851851851854,23993.46,54,17,4,3,0,50,16,5.56,92.59,29.63,270.85
USR000580,45,125509.68000000001,2789.1040000000003,11711.93,45,15,4,0,0,45,19,0.0,100.0,42.22,171.93
USR000581,51,169385.63999999998,3321.287058823529,29801.43,50,17,5,4,0,47,17,7.84,92.16,33.33,232.04
USR000582,30,85391.56,2846.385333333333,23721.28,30,13,4,1,0,28,14,3.33,93.33,46.67,116.97
USR000583,56,86637.42,1547.0967857142857,11055.0,54,15,5,6,0,56,14,10.71,100.0,25.0,118.68
USR000584,46,122563.99,2664.4345652173915,27720.96,45,18,4,4,0,46,18,8.7,100.0,39.13,167.9
USR000585,58,169756.03,2926.8281034482757,24167.27,58,17,3,2,0,56,17,3.45,96.55,29.31,232.54
USR000586,47,116220.84,2472.783829787234,20715.13,47,17,3,5,0,47,11,10.64,100.0,23.4,159.21
USR000587,54,145373.78,2692.107037037037,30616.22,53,16,4,3,0,50,20,5.56,92.59,37.04,199.14
USR000588,50,130558.05,2611.161,27948.74,50,18,5,4,0,50,14,8.0,100.0,28.0,178.85
USR000589,53,145929.71,2753.390754716981,14845.11,52,16,5,3,0,49,18,5.66,92.45,33.96,199.9
USR000590,46,116508.15000000001,2532.7858695652176,25853.79,43,15,6,2,0,46,13,4.35,100.0,28.26,159.6
USR000591,59,258689.68,4384.570847457627,50000.0,57,14,5,4,0,57,16,6.78,96.61,27.12,354.37
USR000592,51,156089.98,3060.5878431372553,14948.62,50,17,4,3,0,48,18,5.88,94.12,35.29,213.82
USR000593,47,145248.99,3090.404042553191,20286.66,47,17,5,2,0,45,15,4.26,95.74,31.91,198.97
USR000594,41,91544.52,2232.7931707317075,14840.36,41,12,6,1,0,39,13,2.44,95.12,31.71,125.4
USR000595,58,150455.49,2594.0601724137928,16083.93,58,18,2,1,0,57,17,1.72,98.28,29.31,206.1
USR000596,39,117274.3,3007.0333333333333,22944.86,39,14,5,3,0,37,10,7.69,94.87,25.64,160.65
USR000597,51,94838.99,1859.5880392156864,16747.22,51,17,4,4,0,46,15,7.84,90.2,29.41,129.92
USR000598,57,122845.01,2155.1756140350876,9167.52,57,16,5,4,0,53,20,7.02,92.98,35.09,168.28
USR000599,66,137441.73,2082.4504545454547,16289.33,64,17,5,6,0,65,20,9.09,98.48,30.3,188.28
USR000600,43,85049.61,1977.8979069767443,9430.61,43,15,4,6,0,43,14,13.95,100.0,32.56,116.51
USR000601,50,105139.04,2102.7808,10805.64,50,13,5,4,0,50,22,8.0,100.0,44.0,144.03
USR000602,49,103261.22,2107.3718367346937,16135.39,48,16,5,2,0,49,18,4.08,100.0,36.73,141.45
USR000603,40,147874.78,3696.8695,30899.87,39,16,4,3,1,39,10,7.5,97.5,25.0,202.57
USR000604,54,138866.87,2571.6087037037037,12211.13,52,17,4,3,0,54,18,5.56,100.0,33.33,190.23
USR000605,61,158875.28,2604.512786885246,18939.39,59,17,4,2,0,60,17,3.28,98.36,27.87,217.64
USR000606,51,141733.18,2779.0819607843137,24102.72,51,16,5,8,0,48,18,15.69,94.12,35.29,194.16
USR000607,61,153185.31,2511.234590163934,28832.87,61,18,6,3,0,61,18,4.92,100.0,29.51,209.84
USR000608,50,169387.61000000002,3387.7522000000004,62883.12,48,16,3,5,0,46,13,10.0,92.0,26.0,232.04
USR000609,42,176447.27,4201.125476190476,24755.65,41,18,4,2,0,42,15,4.76,100.0,35.71,241.71
USR000610,51,162747.69,3191.1311764705883,21165.45,51,18,4,3,0,49,17,5.88,96.08,33.33,222.94
USR000611,45,178838.03,3974.1784444444443,38265.42,45,16,5,4,0,43,18,8.89,95.56,40.0,244.98
USR000612,41,150283.66,3665.4551219512196,29605.79,41,16,5,3,0,41,15,7.32,100.0,36.59,205.87
USR000613,51,109927.89,2155.4488235294116,17944.26,50,15,3,2,0,51,20,3.92,100.0,39.22,150.59
USR000614,47,108319.89,2304.6785106382977,24492.93,47,17,3,2,0,45,14,4.26,95.74,29.79,148.38
USR000615,47,110870.18000000001,2358.94,19223.91,47,17,4,0,0,44,13,0.0,93.62,27.66,151.88
USR000616,43,93584.67,2176.3876744186045,12554.32,43,15,5,3,0,40,19,6.98,93.02,44.19,128.2
USR000617,49,212280.99,4332.265102040816,70890.54,49,17,4,4,0,48,13,8.16,97.96,26.53,290.8
USR000618,40,230793.87,5769.84675,75131.01,39,14,2,1,0,39,14,2.5,97.5,35.0,316.16
USR000619,48,181609.03,3783.521458333333,23915.73,48,16,5,2,0,47,16,4.17,97.92,33.33,248.78
USR000620,42,117800.65,2804.777380952381,26638.24,42,16,5,3,0,42,12,7.14,100.0,28.57,161.37
USR000621,47,189473.96,4031.3608510638296,39638.3,47,16,5,3,0,46,18,6.38,97.87,38.3,259.55
USR000622,56,173216.16999999998,3093.1458928571424,19765.42,55,17,4,6,0,53,18,10.71,94.64,32.14,237.28
USR000623,63,162223.8,2574.980952380952,13724.06,62,17,5,1,0,61,22,1.59,96.83,34.92,222.22
USR000624,65,148648.12,2286.8941538461536,10528.38,63,17,5,3,0,65,25,4.62,100.0,38.46,203.63
USR000625,65,203243.85,3126.828461538462,18541.49,63,17,5,4,0,64,27,6.15,98.46,41.54,278.42
USR000626,37,100924.29999999999,2727.6837837837834,33723.17,37,14,4,3,0,37,15,8.11,100.0,40.54,138.25
USR000627,45,203143.89,4514.308666666667,48209.04,45,16,6,3,0,44,19,6.67,97.78,42.22,278.28
USR000628,62,183518.68,2959.9787096774194,33013.67,62,18,3,1,0,60,26,1.61,96.77,41.94,251.4
USR000629,48,140348.21,2923.9210416666665,25789.79,48,15,5,6,0,47,13,12.5,97.92,27.08,192.26
USR000630,54,134272.43,2486.5264814814814,19488.38,52,16,4,7,0,54,16,12.96,100.0,29.63,183.93
USR000631,57,237125.73,4160.1005263157895,27919.55,56,17,5,5,0,56,16,8.77,98.25,28.07,324.83
USR000632,40,142886.44,3572.161,22399.11,40,15,4,2,0,38,11,5.0,95.0,27.5,195.73
USR000633,49,107048.64,2184.6661224489794,11961.66,48,18,5,1,0,48,15,2.04,97.96,30.61,146.64
USR000634,41,97056.65,2367.2353658536585,19405.0,40,16,4,4,0,40,10,9.76,97.56,24.39,132.95
USR000635,55,148097.93,2692.689636363636,16973.34,52,17,5,2,0,52,13,3.64,94.55,23.64,202.87
USR000636,44,110422.40000000001,2509.6000000000004,17135.58,43,16,4,4,0,44,14,9.09,100.0,31.82,151.26
USR000637,54,160886.88,2979.3866666666668,35979.51,54,18,5,3,0,53,19,5.56,98.15,35.19,220.39
USR000638,41,84420.04,2059.0253658536585,13526.3,40,14,5,3,0,41,11,7.32,100.0,26.83,115.64
USR000639,51,140695.23,2758.73,26604.27,51,16,4,3,0,49,21,5.88,96.08,41.18,192.73
USR000640,52,140835.53,2708.375576923077,12357.18,52,17,3,4,0,51,21,7.69,98.08,40.38,192.93
USR000641,26,137296.66,5280.640769230769,56972.13,26,12,3,0,0,26,9,0.0,100.0,34.62,188.08
USR000642,63,150799.49,2393.6426984126983,25448.02,63,17,4,5,0,61,18,7.94,96.83,28.57,206.57
USR000643,48,148920.33,3102.5068749999996,22891.05,46,15,5,5,0,47,17,10.42,97.92,35.42,204.0
USR000644,37,167249.28,4520.25081081081,49843.94,37,15,3,3,0,37,11,8.11,100.0,29.73,229.11
USR000645,60,133951.64,2232.5273333333334,24410.73,59,14,3,2,0,57,28,3.33,95.0,46.67,183.5
USR000646,41,157162.27,3833.226097560975,62300.2,40,16,3,2,0,40,17,4.88,97.56,41.46,215.29
USR000647,44,137439.88,3123.6336363636365,16689.72,44,14,4,3,0,44,13,6.82,100.0,29.55,188.27
USR000648,51,119261.55,2338.4617647058826,14176.91,51,16,4,1,0,51,18,1.96,100.0,35.29,163.37
USR000649,65,194267.34,2988.7283076923077,48343.47,62,17,5,4,0,62,18,6.15,95.38,27.69,266.12
USR000650,58,204757.35,3530.2991379310347,30751.67,57,17,4,3,0,56,18,5.17,96.55,31.03,280.49
USR000651,49,108591.98,2216.162857142857,14301.36,49,17,4,1,0,47,15,2.04,95.92,30.61,148.76
USR000652,46,87000.16,1891.3078260869565,7987.69,46,15,4,6,0,45,14,13.04,97.83,30.43,119.18
USR000653,49,115513.56,2357.4195918367345,11877.24,47,16,4,3,0,49,13,6.12,100.0,26.53,158.24
USR000654,51,124354.55,2438.3245098039215,15297.62,51,16,4,1,0,50,19,1.96,98.04,37.25,170.35
USR000655,55,142566.08,2592.1105454545454,11523.78,51,15,5,2,1,54,17,3.64,98.18,30.91,195.3
USR000656,52,213078.92,4097.671538461539,35324.24,52,18,3,4,1,51,13,7.69,98.08,25.0,291.89
USR000657,48,149892.59,3122.7622916666664,15513.79,48,17,5,4,0,47,24,8.33,97.92,50.0,205.33
USR000658,44,65467.85,1487.9056818181818,12362.14,43,14,4,6,0,41,10,13.64,93.18,22.73,89.68
USR000659,56,169995.59,3035.6355357142857,23587.84,55,17,6,3,0,56,19,5.36,100.0,33.93,232.87
USR000660,51,139901.54,2743.1674509803925,23538.73,50,15,6,5,0,51,21,9.8,100.0,41.18,191.65
USR000661,65,268615.74,4132.549846153846,31721.76,64,17,5,4,0,64,23,6.15,98.46,35.38,367.97
USR000662,45,141260.11000000002,3139.113555555556,24044.02,44,14,3,1,0,44,11,2.22,97.78,24.44,193.51
USR000663,46,125565.35,2729.6815217391304,23335.2,46,14,4,1,0,45,16,2.17,97.83,34.78,172.01
USR000664,52,189397.88,3642.2669230769234,19212.28,52,18,5,3,0,50,18,5.77,96.15,34.62,259.45
USR000665,53,113568.71,2142.805849056604,19589.21,52,16,5,4,0,53,15,7.55,100.0,28.3,155.57
USR000666,40,78742.03,1968.5507499999999,26092.04,39,14,2,2,0,39,7,5.0,97.5,17.5,107.87
USR000667,56,101176.91,1806.7305357142857,19717.62,54,16,4,1,0,56,23,1.79,100.0,41.07,138.6
USR000668,49,115972.43,2366.7842857142855,13505.08,49,15,3,2,0,49,16,4.08,100.0,32.65,158.87
USR000669,50,134693.9,2693.8779999999997,26226.49,49,17,5,4,0,49,11,8.0,98.0,22.0,184.51
USR000670,57,206205.42,3617.638947368421,48688.33,57,16,5,5,0,54,20,8.77,94.74,35.09,282.47
USR000671,64,182669.44,2854.21,18417.72,62,17,4,4,0,64,23,6.25,100.0,35.94,250.23
USR000672,58,205455.75,3542.3405172413795,37384.45,58,16,4,3,0,54,17,5.17,93.1,29.31,281.45
USR000673,46,160167.03,3481.8919565217393,27951.18,45,16,4,3,0,46,21,6.52,100.0,45.65,219.41
USR000674,42,123216.66,2933.73,22883.7,42,16,4,3,0,39,19,7.14,92.86,45.24,168.79
USR000675,43,79129.97,1840.2318604651164,9432.39,42,13,5,7,0,43,12,16.28,100.0,27.91,108.4
USR000676,47,150954.4,3211.795744680851,25071.21,47,17,4,4,0,46,17,8.51,97.87,36.17,206.79
USR000677,51,134862.94,2644.3713725490197,30260.62,49,16,3,0,0,51,12,0.0,100.0,23.53,184.74
USR000678,51,168323.21,3300.4550980392155,33856.47,50,15,5,1,0,48,18,1.96,94.12,35.29,230.58
USR000679,66,153807.96,2330.4236363636364,12870.96,66,17,5,4,0,63,23,6.06,95.45,34.85,210.7
USR000680,53,141627.7,2672.2207547169814,17958.6,53,15,5,1,0,53,22,1.89,100.0,41.51,194.01
USR000681,43,104558.24,2431.5869767441864,24614.51,42,16,2,0,0,43,14,0.0,100.0,32.56,143.23
USR000682,51,243336.03,4771.294705882353,40408.85,50,17,6,6,0,49,19,11.76,96.08,37.25,333.34
USR000683,43,126815.07,2949.1876744186047,15487.84,43,15,3,3,0,43,17,6.98,100.0,39.53,173.72
USR000684,68,261151.45,3840.4625,25547.35,68,17,4,11,0,64,18,16.18,94.12,26.47,357.74
USR000685,62,137220.46,2213.2332258064516,17013.11,61,17,4,3,0,61,25,4.84,98.39,40.32,187.97
USR000686,54,123704.11,2290.816851851852,29522.61,53,16,4,2,0,53,15,3.7,98.15,27.78,169.46
USR000687,55,100276.99,1823.218,12642.58,55,16,4,3,0,51,17,5.45,92.73,30.91,137.37
USR000688,53,188062.7,3548.3528301886795,24518.42,53,17,5,4,0,53,10,7.55,100.0,18.87,257.62
USR000689,52,114249.5,2197.105769230769,15198.29,52,17,6,5,0,46,25,9.62,88.46,48.08,156.51
USR000690,58,137806.74,2375.9782758620686,16760.8,56,16,5,3,0,58,18,5.17,100.0,31.03,188.78
USR000691,45,214782.5,4772.944444444444,48200.76,45,17,5,7,0,43,20,15.56,95.56,44.44,294.22
USR000692,55,203558.55,3701.064545454545,26636.22,54,17,4,3,0,54,19,5.45,98.18,34.55,278.85
USR000693,40,126266.14,3156.6535,30055.75,40,16,5,6,0,39,12,15.0,97.5,30.0,172.97
USR000694,56,248570.97,4438.767321428571,35225.69,56,18,5,4,0,56,15,7.14,100.0,26.79,340.51
USR000695,50,200971.48,4019.4296000000004,49180.62,48,17,5,2,0,50,14,4.0,100.0,28.0,275.3
USR000696,37,82909.19,2240.788918918919,11156.83,37,15,4,5,0,36,15,13.51,97.3,40.54,113.57
USR000697,50,135042.62,2700.8523999999998,16775.63,49,17,5,2,0,47,18,4.0,94.0,36.0,184.99
USR000698,64,243856.19,3810.25296875,25549.97,64,17,5,7,0,63,23,10.94,98.44,35.94,334.05
USR000699,50,177032.61,3540.6521999999995,17667.5,48,17,4,2,0,50,20,4.0,100.0,40.0,242.51
USR000700,53,153998.78,2905.637358490566,21526.0,50,16,3,2,0,52,18,3.77,98.11,33.96,210.96
USR000701,50,182805.19,3656.1038,27867.06,49,15,4,6,0,47,16,12.0,94.0,32.0,250.42
USR000702,53,148673.31,2805.1567924528304,31442.18,51,17,5,3,0,49,16,5.66,92.45,30.19,203.66
USR000703,46,97617.6,2122.121739130435,11916.42,46,17,5,1,0,46,16,2.17,100.0,34.78,133.72
USR000704,43,143415.62,3335.2469767441858,28600.14,43,15,3,2,0,43,21,4.65,100.0,48.84,196.46
USR000705,48,144000.4,3000.008333333333,15296.65,48,16,3,1,0,41,17,2.08,85.42,35.42,197.26
USR000706,48,181281.42,3776.6962500000004,49568.04,48,17,3,0,0,47,17,0.0,97.92,35.42,248.33
USR000707,42,130074.47,3097.0111904761907,23336.16,42,15,6,0,0,39,16,0.0,92.86,38.1,178.18
USR000708,43,146470.03,3406.2797674418603,42220.95,41,15,4,7,0,41,10,16.28,95.35,23.26,200.64
USR000709,40,88924.70999999999,2223.11775,17669.51,40,16,5,2,0,33,15,5.0,82.5,37.5,121.81
USR000710,59,196509.65,3330.672033898305,28656.34,59,18,6,4,0,57,23,6.78,96.61,38.98,269.19
USR000711,53,150383.43,2837.4232075471696,16312.7,53,17,4,2,0,50,16,3.77,94.34,30.19,206.0
USR000712,49,179752.47,3668.4177551020407,43914.42,48,16,5,0,0,48,16,0.0,97.96,32.65,246.24
USR000713,56,185581.05,3313.9473214285713,25204.09,55,17,4,4,0,51,13,7.14,91.07,23.21,254.22
USR000714,45,116022.35,2578.2744444444447,18169.4,45,16,4,6,0,45,15,13.33,100.0,33.33,158.93
USR000715,53,135859.53,2563.387358490566,17561.85,53,17,4,3,0,52,17,5.66,98.11,32.08,186.11
USR000716,52,273961.86,5268.497307692307,42649.17,51,16,4,3,0,51,16,5.77,98.08,30.77,375.29
USR000717,51,99332.87,1947.7033333333331,22189.36,49,15,6,5,0,51,13,9.8,100.0,25.49,136.07
USR000718,53,133346.11,2515.964339622641,23895.35,52,16,5,3,0,53,19,5.66,100.0,35.85,182.67
USR000719,53,155811.03,2939.830754716981,16895.55,51,18,4,4,1,51,20,7.55,96.23,37.74,213.44
USR000720,47,156464.09,3329.0231914893616,20740.6,47,15,5,3,0,46,17,6.38,97.87,36.17,214.33
USR000721,47,218952.62,4658.566382978724,50000.0,47,16,5,0,0,47,13,0.0,100.0,27.66,299.94
USR000722,58,147204.69,2538.011896551724,15324.87,58,17,4,5,0,58,21,8.62,100.0,36.21,201.65
USR000723,48,113320.59,2360.845625,20545.47,48,15,5,4,0,48,16,8.33,100.0,33.33,155.23
USR000724,42,153352.2,3651.2428571428572,64570.62,42,17,3,1,0,40,12,2.38,95.24,28.57,210.07
USR000725,45,149147.47,3314.3882222222223,35439.43,44,14,2,6,0,43,15,13.33,95.56,33.33,204.31
USR000726,61,198631.94,3256.26131147541,19519.18,60,16,5,1,0,60,12,1.64,98.36,19.67,272.1
USR000727,60,268257.15,4470.9525,50000.0,60,16,4,0,0,56,27,0.0,93.33,45.0,367.48
USR000728,42,138098.87,3288.068333333333,24515.45,41,18,4,3,0,42,13,7.14,100.0,30.95,189.18
USR000729,50,148097.3,2961.946,28994.86,50,17,4,2,0,50,17,4.0,100.0,34.0,202.87
USR000730,46,137826.7,2996.2326086956523,27637.56,45,13,4,5,0,46,13,10.87,100.0,28.26,188.8
USR000731,45,119376.51,2652.811333333333,46324.06,45,16,3,0,0,43,9,0.0,95.56,20.0,163.53
USR000732,55,197936.02,3598.836727272727,41417.23,54,17,4,1,0,54,22,1.82,98.18,40.0,271.15
USR000733,50,223158.89,4463.1778,32523.03,50,16,4,3,0,50,15,6.0,100.0,30.0,305.7
USR000734,51,218370.83,4281.780980392156,24767.94,51,14,3,4,0,49,22,7.84,96.08,43.14,299.14
USR000735,62,202015.62,3258.316451612903,21722.94,60,16,4,1,0,60,19,1.61,96.77,30.65,276.73
USR000736,41,106199.71,2590.2368292682927,20272.74,39,14,4,3,0,39,15,7.32,95.12,36.59,145.48
USR000737,50,118628.86,2372.5772,18932.0,50,16,4,0,0,47,18,0.0,94.0,36.0,162.51
USR000738,50,134262.44,2685.2488,13240.72,49,16,4,4,0,49,20,8.0,98.0,40.0,183.92
USR000739,66,250289.49,3792.265,35835.41,64,16,4,1,0,65,22,1.52,98.48,33.33,342.86
USR000740,40,100312.64,2507.816,26029.54,39,14,4,6,0,40,12,15.0,100.0,30.0,137.41
USR000741,48,90610.62,1887.7212499999998,13138.33,48,16,5,2,0,45,16,4.17,93.75,33.33,124.12
USR000742,54,129413.69,2396.549814814815,12905.76,54,16,6,2,0,54,22,3.7,100.0,40.74,177.28
USR000743,52,187763.66999999998,3610.839807692307,41721.63,51,16,5,1,0,51,23,1.92,98.08,44.23,257.21
USR000744,45,109115.53,2424.7895555555556,22053.51,43,15,5,0,0,43,13,0.0,95.56,28.89,149.47
USR000745,59,150040.19,2543.05406779661,29569.69,59,16,5,4,0,57,30,6.78,96.61,50.85,205.53
USR000746,44,149420.25,3395.9147727272725,52196.66,44,13,4,4,0,42,11,9.09,95.45,25.0,204.69
USR000747,55,128907.57,2343.7740000000003,14751.74,53,17,4,4,1,55,20,7.27,100.0,36.36,176.59
USR000748,43,140866.69,3275.969534883721,70901.54,43,16,4,3,0,43,10,6.98,100.0,23.26,192.97
USR000749,55,108009.49,1963.808909090909,16473.13,55,17,4,2,0,50,18,3.64,90.91,32.73,147.96
USR000750,50,237380.11,4747.602199999999,44048.97,50,17,4,3,0,48,14,6.0,96.0,28.0,325.18
USR000751,47,166363.73,3539.6538297872344,42324.0,47,17,3,5,0,45,19,10.64,95.74,40.43,227.9
