merchant_id,total_txns,total_revenue,avg_txn_amount,unique_users,failed_txns,fraud_txns,failure_rate,fraud_rate
MER00403,238,259232.32,1089.2114285714285,238,13,0,5.46,0.0
MER00404,229,3467349.4,15141.263755458514,226,17,0,7.42,0.0
MER00405,237,249220.79,1051.5645147679325,234,7,0,2.95,0.0
MER00406,249,83380.86,334.86289156626503,244,9,0,3.61,0.0
MER00407,253,77685.41,307.05695652173915,251,17,0,6.72,0.0
MER00408,235,1089844.19,4637.63485106383,232,19,1,8.09,0.43
MER00409,241,563281.34,2337.2669709543566,239,9,0,3.73,0.0
MER00410,251,566590.75,2257.3336653386455,245,25,0,9.96,0.0
MER00411,237,267922.76,1130.4757805907172,232,15,1,6.33,0.42
MER00412,259,275267.52,1062.8089575289575,256,15,1,5.79,0.39
MER00413,247,547598.56,2216.998218623482,242,15,0,6.07,0.0
MER00414,265,1180876.12,4456.136301886793,259,20,0,7.55,0.0
MER00415,232,365128.81,1573.831077586207,231,10,0,4.31,0.0
MER00416,242,280210.0,1157.892561983471,240,12,0,4.96,0.0
MER00417,264,502124.57,1901.9870075757576,257,18,0,6.82,0.0
MER00418,253,1083376.45,4282.120355731225,251,18,1,7.11,0.4
MER00419,228,79027.62,346.6123684210526,227,13,0,5.7,0.0
MER00420,256,399666.7,1561.198046875,250,19,0,7.42,0.0
MER00421,272,1133149.33,4165.99018382353,269,17,0,6.25,0.0
MER00422,252,238366.38,945.8983333333333,244,19,0,7.54,0.0
MER00423,229,819416.56,3578.2382532751094,227,16,0,6.99,0.0
MER00424,219,166368.74,759.6746118721461,214,10,0,4.57,0.0
MER00425,262,584584.44,2231.238320610687,258,13,0,4.96,0.0
MER00426,277,509636.49,1839.8429241877257,275,15,0,5.42,0.0
MER00427,268,1282380.07,4785.00026119403,265,17,0,6.34,0.0
MER00428,239,354619.07,1483.76179916318,234,6,0,2.51,0.0
MER00429,222,2270442.4,10227.218018018018,221,20,0,9.01,0.0
MER00430,243,74661.49,307.2489300411523,240,20,0,8.23,0.0
MER00431,246,261093.35,1061.355081300813,243,18,0,7.32,0.0
MER00432,244,386257.86,1583.0240163934425,239,17,0,6.97,0.0
MER00433,215,667431.9400000001,3104.334604651163,215,16,0,7.44,0.0
MER00434,272,2502776.14,9201.382867647058,269,21,0,7.72,0.0
MER00435,249,55592.31,223.2622891566265,242,21,0,8.43,0.0
MER00436,234,858699.38,3669.65547008547,230,14,0,5.98,0.0
MER00437,237,3578474.71,15099.049409282701,232,10,2,4.22,0.84
MER00438,262,579224.65,2210.781106870229,257,14,0,5.34,0.0
MER00439,262,2645604.67,10097.727748091604,259,14,2,5.34,0.76
MER00440,273,88965.78,325.881978021978,269,25,0,9.16,0.0
MER00441,250,1043434.65,4173.7386,245,18,0,7.2,0.0
MER00442,249,82358.78,330.75815261044175,243,16,0,6.43,0.0
MER00443,262,1132740.89,4323.438511450381,258,26,0,9.92,0.0
MER00444,260,266242.8,1024.0107692307693,257,13,0,5.0,0.0
MER00445,272,275317.42,1012.1963970588234,268,19,0,6.99,0.0
MER00446,269,76882.94,285.810185873606,264,15,0,5.58,0.0
MER00447,261,795426.2,3047.6099616858237,258,11,0,4.21,0.0
MER00448,267,794397.42,2975.2712359550565,263,17,0,6.37,0.0
MER00449,240,81806.56,340.86066666666665,239,12,0,5.0,0.0
MER00450,270,848168.43,3141.364555555556,267,17,0,6.3,0.0
MER00451,270,614815.48,2277.09437037037,267,11,0,4.07,0.0
MER00452,250,291112.46,1164.44984,248,10,0,4.0,0.0
MER00453,236,434739.29,1842.1156355932203,234,16,0,6.78,0.0
MER00454,252,379139.78,1504.5229365079367,249,19,0,7.54,0.0
MER00455,253,960693.7,3797.2083003952566,250,15,0,5.93,0.0
MER00456,278,987537.96,3552.294820143885,276,17,0,6.12,0.0
MER00457,253,578336.99,2285.916956521739,250,19,0,7.51,0.0
MER00458,243,125108.14,514.8483127572016,239,10,0,4.12,0.0
MER00459,246,76354.35,310.3835365853659,240,12,0,4.88,0.0
MER00460,260,496647.22,1910.1816153846153,257,14,0,5.38,0.0
MER00461,247,72385.48,293.05862348178135,246,12,0,4.86,0.0
MER00462,237,169096.61,713.487805907173,232,10,0,4.22,0.0
MER00463,239,2503638.82,10475.476234309623,238,11,1,4.6,0.42
MER00464,220,2207463.15,10033.923409090909,219,14,0,6.36,0.0
MER00465,260,1126818.33,4333.916653846154,257,15,0,5.77,0.0
MER00466,224,221007.48,986.6405357142858,224,12,0,5.36,0.0
MER00467,280,1381623.08,4934.3681428571435,275,14,1,5.0,0.36
MER00468,260,474273.82,1824.130076923077,258,21,0,8.08,0.0
MER00469,231,398681.0,1725.891774891775,231,11,0,4.76,0.0
MER00470,262,284821.35,1087.104389312977,257,14,0,5.34,0.0
MER00471,211,211853.42,1004.0446445497631,207,8,0,3.79,0.0
MER00472,232,74601.17,321.5567672413793,231,12,0,5.17,0.0
MER00473,241,285622.51,1185.155643153527,237,14,0,5.81,0.0
MER00474,226,893201.11,3952.217300884956,222,7,0,3.1,0.0
MER00475,266,635799.73,2390.2245488721805,265,16,0,6.02,0.0
MER00476,225,488903.01,2172.9022666666665,224,14,0,6.22,0.0
MER00477,273,292944.73,1073.057619047619,269,16,0,5.86,0.0
MER00478,270,256524.67,950.0913703703704,267,16,0,5.93,0.0
MER00479,256,255195.96,996.85921875,253,18,0,7.03,0.0
MER00480,246,244171.27,992.566138211382,246,18,0,7.32,0.0
MER00481,255,124431.51,487.9667058823529,249,14,0,5.49,0.0
MER00482,250,290550.85,1162.2033999999999,248,15,0,6.0,0.0
MER00483,240,176595.44,735.8143333333334,236,15,0,6.25,0.0
MER00484,262,388805.77,1483.9914885496185,254,15,0,5.73,0.0
MER00485,223,696881.9,3125.030941704036,221,13,0,5.83,0.0
MER00486,272,199999.21,735.2912132352941,265,18,0,6.62,0.0
MER00487,253,2663981.26,10529.570197628458,250,22,0,8.7,0.0
MER00488,262,763789.35,2915.226526717557,261,20,0,7.63,0.0
MER00489,258,281765.12,1092.1128682170543,252,13,0,5.04,0.0
MER00490,237,171980.7,725.6569620253165,234,20,0,8.44,0.0
MER00491,259,4652407.07,17962.96166023166,257,16,0,6.18,0.0
MER00492,230,73291.69,318.65952173913047,227,15,0,6.52,0.0
MER00493,237,3520992.08,14856.506666666666,235,16,0,6.75,0.0
MER00494,235,842465.32,3584.958808510638,233,20,0,8.51,0.0
MER00495,252,2666769.46,10582.418492063493,249,12,0,4.76,0.0
MER00496,267,185973.34,696.5293632958801,265,11,0,4.12,0.0
MER00497,297,312877.39,1053.4592255892255,296,18,0,6.06,0.0
MER00498,242,908907.27,3755.815165289256,238,20,0,8.26,0.0
MER00499,272,271286.95,997.3784926470589,269,14,0,5.15,0.0
MER00500,233,184406.74,791.4452360515021,230,11,0,4.72,0.0
MER00501,271,1242799.27,4585.97516605166,265,17,0,6.27,0.0
MER00502,245,570374.99,2328.0611836734693,244,13,0,5.31,0.0
MER00503,232,986607.88,4252.620172413793,231,17,0,7.33,0.0
MER00504,257,1036481.72,4033.0028015564203,255,18,0,7.0,0.0
MER00505,241,3797248.67,15756.218547717843,239,15,0,6.22,0.0
MER00506,260,84555.03,325.21165384615387,257,16,0,6.15,0.0
MER00507,228,411258.34,1803.7646491228072,226,17,0,7.46,0.0
MER00508,264,1151430.86,4361.480530303031,261,10,1,3.79,0.38
MER00509,216,246316.16,1140.3525925925926,216,15,0,6.94,0.0
MER00510,244,243588.38,998.3130327868853,237,22,0,9.02,0.0
MER00511,237,116833.61,492.96881856540085,235,12,0,5.06,0.0
MER00512,255,196962.19,772.4007450980392,253,16,0,6.27,0.0
MER00513,306,159729.59,521.9921241830066,301,18,0,5.88,0.0
MER00514,242,950187.41,3926.394256198347,237,17,0,7.02,0.0
MER00515,250,392166.73,1568.66692,248,20,0,8.0,0.0
MER00516,272,1289404.08,4740.456176470589,269,20,0,7.35,0.0
MER00517,261,985945.32,3777.5682758620687,259,14,0,5.36,0.0
MER00518,265,279280.15,1053.8873584905662,261,11,0,4.15,0.0
MER00519,246,513437.12,2087.142764227642,243,9,0,3.66,0.0
MER00520,264,986743.64,3737.665303030303,260,22,0,8.33,0.0
MER00521,251,56357.68,224.53258964143427,249,22,1,8.76,0.4
MER00522,232,429475.1,1851.1857758620688,229,15,0,6.47,0.0
MER00523,282,260524.56,923.8459574468085,279,22,0,7.8,0.0
MER00524,257,259592.58,1010.087859922179,252,9,0,3.5,0.0
MER00525,289,570316.89,1973.4148442906576,286,24,0,8.3,0.0
MER00526,243,231613.1,953.140329218107,234,19,0,7.82,0.0
MER00527,217,477401.31,2200.0060368663594,214,14,0,6.45,0.0
MER00528,221,439297.38,1987.7709502262444,217,14,0,6.33,0.0
MER00529,242,76126.46,314.5721487603306,237,19,0,7.85,0.0
MER00530,258,476251.72,1845.936899224806,251,12,2,4.65,0.78
MER00531,247,1082586.41,4382.940931174088,245,17,1,6.88,0.4
MER00532,253,1080719.94,4271.6203162055335,251,13,0,5.14,0.0
MER00533,232,430200.11,1854.3108189655172,224,15,0,6.47,0.0
MER00534,268,60903.86,227.25320895522387,262,11,0,4.1,0.0
MER00535,278,642710.54,2311.9084172661874,275,7,0,2.52,0.0
MER00536,244,250202.02,1025.4181147540983,242,18,0,7.38,0.0
MER00537,245,1118745.19,4566.3068979591835,240,12,0,4.9,0.0
MER00538,254,77311.37,304.37547244094486,253,22,0,8.66,0.0
MER00539,275,2829957.91,10290.756036363637,270,19,0,6.91,0.0
MER00540,271,286285.66,1056.4046494464944,269,13,0,4.8,0.0
MER00541,235,259473.84,1104.144,229,8,0,3.4,0.0
MER00542,244,246152.86,1008.8231967213114,241,20,0,8.2,0.0
MER00543,269,61921.89,230.19289962825277,268,11,0,4.09,0.0
MER00544,270,503951.0,1866.4851851851852,267,24,0,8.89,0.0
MER00545,264,469229.92,1777.3860606060605,257,16,0,6.06,0.0
MER00546,256,126736.01,495.0625390625,254,16,0,6.25,0.0
MER00547,264,519650.17,1968.371856060606,262,22,1,8.33,0.38
MER00548,245,425583.65,1737.0761224489797,243,13,0,5.31,0.0
MER00549,242,537079.3,2219.335950413223,241,6,0,2.48,0.0
MER00550,258,81679.04,316.5854263565891,256,17,0,6.59,0.0
MER00551,241,1050583.73,4359.268589211618,237,17,0,7.05,0.0
MER00552,241,173770.17,721.0380497925312,239,14,1,5.81,0.41
MER00553,265,385665.0,1455.3396226415093,263,15,0,5.66,0.0
MER00554,257,4619862.57,17976.118949416345,254,23,0,8.95,0.0
MER00555,258,84514.06,327.57387596899224,254,18,0,6.98,0.0
MER00556,260,845709.55,3252.7290384615385,257,8,1,3.08,0.38
MER00557,251,57928.79,230.79199203187252,249,13,0,5.18,0.0
MER00558,213,203189.2,953.9399061032865,213,15,0,7.04,0.0
MER00559,227,361200.79,1591.1929074889867,226,9,0,3.96,0.0
MER00560,272,1049001.72,3856.6239705882354,269,15,0,5.51,0.0
MER00561,230,2367756.07,10294.591608695651,229,8,0,3.48,0.0
MER00562,257,57409.95,223.38501945525292,254,18,0,7.0,0.0
MER00563,229,3355136.47,14651.250960698691,227,12,0,5.24,0.0
MER00564,260,461192.18,1773.816076923077,253,15,0,5.77,0.0
MER00565,259,1365522.92,5272.289266409266,255,15,0,5.79,0.0
MER00566,237,340872.7,1438.2814345991562,233,17,0,7.17,0.0
MER00567,248,454231.97,1831.5805241935482,246,22,0,8.87,0.0
MER00568,220,65977.29,299.8967727272727,218,14,0,6.36,0.0
MER00569,233,1023427.59,4392.393090128755,230,21,1,9.01,0.43
MER00570,264,82546.55,312.6763257575758,260,11,0,4.17,0.0
MER00571,245,568351.28,2319.801142857143,240,16,1,6.53,0.41
MER00572,233,229506.54,985.0066094420602,231,10,0,4.29,0.0
MER00573,264,79603.73,301.5292803030303,259,19,0,7.2,0.0
MER00574,258,137864.11,534.3570155038759,255,19,0,7.36,0.0
MER00575,265,78551.68,296.42143396226413,264,18,0,6.79,0.0
MER00576,236,436272.44,1848.612033898305,231,11,0,4.66,0.0
MER00577,240,172266.65,717.7777083333333,237,20,0,8.33,0.0
MER00578,293,302163.9,1031.2761092150172,287,24,0,8.19,0.0
MER00579,265,313362.25,1182.4990566037736,263,15,0,5.66,0.0
MER00580,224,50932.2,227.37589285714284,223,16,0,7.14,0.0
MER00581,253,60326.27,238.44375494071144,250,20,0,7.91,0.0
MER00582,215,664033.01,3088.5256279069768,211,22,0,10.23,0.0
MER00583,234,255238.69,1090.7636324786324,231,15,0,6.41,0.0
MER00584,272,83294.11,306.2283455882353,267,19,0,6.99,0.0
MER00585,224,256572.58,1145.4133035714285,223,15,0,6.7,0.0
MER00586,264,1127706.28,4271.614696969697,262,15,0,5.68,0.0
MER00587,234,370562.67,1583.6011538461537,233,8,0,3.42,0.0
MER00588,250,247158.76,988.63504,247,17,0,6.8,0.0
MER00589,283,89829.6,317.41908127208484,280,17,0,6.01,0.0
MER00590,275,133642.83,485.9739272727272,268,9,1,3.27,0.36
MER00591,250,389523.9,1558.0956,246,17,0,6.8,0.0
MER00592,255,1117746.78,4383.320705882353,253,17,1,6.67,0.39
MER00593,252,883849.94,3507.3410317460316,249,11,1,4.37,0.4
MER00594,221,63837.47,288.8573303167421,220,10,0,4.52,0.0
MER00595,263,418225.79,1590.2121292775664,259,15,1,5.7,0.38
MER00596,262,820590.34,3132.0241984732825,258,14,0,5.34,0.0
MER00597,256,140977.66,550.693984375,250,12,0,4.69,0.0
MER00598,263,506642.81,1926.398517110266,261,14,0,5.32,0.0
MER00599,253,78950.36,312.05675889328063,249,11,0,4.35,0.0
MER00600,242,1121683.88,4635.0573553719005,240,10,0,4.13,0.0
MER00601,259,1119519.38,4322.468648648648,255,15,0,5.79,0.0
MER00602,265,58676.77,221.42177358490565,263,16,0,6.04,0.0
MER00603,274,82553.58,301.2904379562044,271,17,0,6.2,0.0
MER00604,241,386029.55,1601.7823651452281,240,18,0,7.47,0.0
MER00605,260,1216747.19,4679.796884615384,252,15,0,5.77,0.0
MER00606,263,131058.11,498.31980988593153,259,12,0,4.56,0.0
MER00607,235,442415.93,1882.6209787234043,230,14,0,5.96,0.0
MER00608,236,732494.39,3103.7897881355934,236,10,0,4.24,0.0
MER00609,246,196384.8,798.3121951219512,242,13,0,5.28,0.0
MER00610,254,4805643.48,18919.856220472444,253,15,0,5.91,0.0
MER00611,221,423048.05,1914.2445701357465,220,8,0,3.62,0.0
MER00612,233,1054483.04,4525.678283261803,230,11,0,4.72,0.0
MER00613,210,512636.63,2441.1268095238097,209,14,0,6.67,0.0
MER00614,275,128562.21,467.4989454545455,272,14,0,5.09,0.0
MER00615,226,655707.68,2901.3614159292038,225,16,0,7.08,0.0
MER00616,236,1267754.83,5371.842500000001,234,11,0,4.66,0.0
MER00617,231,695788.39,3012.0709523809523,230,18,0,7.79,0.0
MER00618,251,528081.77,2103.911434262948,249,16,0,6.37,0.0
MER00619,265,59181.11,223.32494339622642,260,21,0,7.92,0.0
MER00620,249,455086.41,1827.656265060241,246,13,0,5.22,0.0
MER00621,242,246993.2,1020.6330578512398,241,13,0,5.37,0.0
MER00622,276,212989.15,771.6998188405797,273,17,0,6.16,0.0
MER00623,294,66870.88,227.45197278911567,289,15,0,5.1,0.0
MER00624,234,342571.17,1463.979358974359,233,10,1,4.27,0.43
MER00625,241,131436.67,545.3803734439834,236,18,0,7.47,0.0
MER00626,264,405486.99,1535.935568181818,261,17,0,6.44,0.0
MER00627,267,302952.21,1134.6524719101124,266,16,0,5.99,0.0
MER00628,254,1175700.5,4628.742125984252,249,12,1,4.72,0.39
MER00629,252,242583.35,962.6323412698413,250,14,0,5.56,0.0
MER00630,257,549898.18,2139.6816342412453,257,15,0,5.84,0.0
MER00631,248,489931.92,1975.531935483871,245,15,0,6.05,0.0
MER00632,258,1293807.83,5014.759031007752,257,17,0,6.59,0.0
MER00633,229,235630.98,1028.9562445414847,223,22,0,9.61,0.0
MER00634,286,1276497.34,4463.277412587413,282,14,1,4.9,0.35
MER00635,224,531017.57,2370.614151785714,221,13,0,5.8,0.0
MER00636,245,51818.82,211.50538775510205,244,14,0,5.71,0.0
MER00637,259,86657.57,334.5852123552124,257,15,1,5.79,0.39
MER00638,239,122106.27,510.90489539748955,238,11,0,4.6,0.0
MER00639,225,77699.36,345.3304888888889,223,12,0,5.33,0.0
MER00640,241,443030.62,1838.3013278008298,239,17,0,7.05,0.0
MER00641,254,205803.56,810.2502362204724,253,14,0,5.51,0.0
MER00642,238,3467651.5,14569.964285714286,236,12,1,5.04,0.42
MER00643,258,84875.73,328.9756976744186,256,12,0,4.65,0.0
MER00644,243,75535.26,310.84469135802465,242,14,0,5.76,0.0
MER00645,257,249845.4,972.1610894941634,254,12,0,4.67,0.0
MER00646,245,3520621.64,14369.88424489796,245,19,1,7.76,0.41
MER00647,240,75610.22,315.0425833333333,237,20,0,8.33,0.0
MER00648,260,76025.35,292.40519230769235,258,10,0,3.85,0.0
MER00649,241,73782.89,306.1530705394191,239,22,0,9.13,0.0
MER00650,228,71705.33,314.4970614035088,225,12,0,5.26,0.0
MER00651,246,119609.91,486.21914634146344,244,15,0,6.1,0.0
MER00652,245,280197.21,1143.662081632653,243,15,0,6.12,0.0
MER00653,255,615480.8,2413.6501960784317,252,21,0,8.24,0.0
MER00654,245,474775.12,1937.8576326530613,244,12,0,4.9,0.0
MER00655,251,263202.7,1048.6163346613546,249,17,0,6.77,0.0
MER00656,252,1107597.85,4395.229563492064,249,14,0,5.56,0.0
MER00657,266,1196534.13,4498.248609022556,262,14,0,5.26,0.0
MER00658,253,270948.94,1070.9444268774703,250,20,0,7.91,0.0
MER00659,242,184747.16,763.4180165289256,242,15,0,6.2,0.0
MER00660,242,240840.04,995.2067768595042,240,11,0,4.55,0.0
MER00661,248,460552.35,1857.0659274193547,247,14,0,5.65,0.0
MER00662,248,273243.01,1101.7863306451613,248,15,0,6.05,0.0
MER00663,242,370303.41,1530.179380165289,241,13,0,5.37,0.0
MER00664,232,72696.36,313.34637931034484,228,8,1,3.45,0.43
MER00665,250,460018.26,1840.07304,245,12,0,4.8,0.0
MER00666,250,186454.42,745.81768,248,27,0,10.8,0.0
MER00667,256,78322.63,305.9477734375,248,23,0,8.98,0.0
MER00668,253,285316.61,1127.7336363636364,245,19,0,7.51,0.0
MER00669,247,470720.82,1905.7523076923078,239,13,1,5.26,0.4
MER00670,249,1152208.55,4627.343574297189,247,18,0,7.23,0.0
MER00671,236,247369.5,1048.175847457627,233,18,0,7.63,0.0
MER00672,267,612741.95,2294.9136704119846,265,10,0,3.75,0.0
MER00673,263,61424.54,233.55338403041824,259,14,0,5.32,0.0
MER00674,263,282649.5,1074.712927756654,261,20,0,7.6,0.0
MER00675,237,78070.28,329.4104641350211,233,13,0,5.49,0.0
MER00676,272,1218069.13,4478.195330882352,268,20,0,7.35,0.0
MER00677,252,2810536.15,11152.92123015873,249,15,0,5.95,0.0
MER00678,248,580034.4,2338.8483870967743,246,12,0,4.84,0.0
MER00679,242,2446994.2,10111.546280991737,238,16,0,6.61,0.0
MER00680,260,1130808.66,4349.264076923077,258,20,0,7.69,0.0
MER00681,259,402411.02,1553.710501930502,253,15,0,5.79,0.0
MER00682,249,2372586.76,9528.460883534135,246,13,1,5.22,0.4
MER00683,242,450426.52,1861.266611570248,239,9,0,3.72,0.0
MER00684,233,3516592.04,15092.669699570815,230,9,0,3.86,0.0
MER00685,236,52785.25,223.66631355932202,231,14,0,5.93,0.0
MER00686,244,235117.11,963.5947131147541,243,26,0,10.66,0.0
MER00687,243,900103.14,3704.1281481481483,240,14,0,5.76,0.0
MER00688,241,716686.93,2973.8046887966807,236,14,0,5.81,0.0
MER00689,260,905463.54,3482.552076923077,255,16,0,6.15,0.0
MER00690,238,183210.55,769.7922268907563,235,11,0,4.62,0.0
MER00691,217,111478.77,513.7270506912442,214,13,0,5.99,0.0
MER00692,276,568367.29,2059.301775362319,271,12,1,4.35,0.36
MER00693,250,569646.5,2278.586,247,12,0,4.8,0.0
MER00694,272,83301.2,306.2544117647059,270,16,0,5.88,0.0
MER00695,226,76346.95,337.8183628318584,222,15,0,6.64,0.0
MER00696,281,420579.5,1496.7241992882562,277,26,0,9.25,0.0
MER00697,254,1129544.3,4447.024803149607,251,14,0,5.51,0.0
MER00698,264,615327.74,2330.786893939394,263,19,0,7.2,0.0
MER00699,226,72087.61,318.9717256637168,221,17,0,7.52,0.0
MER00700,260,82657.08,317.91184615384617,257,10,0,3.85,0.0
MER00701,238,3646996.11,15323.51306722689,237,16,1,6.72,0.42
MER00702,259,927671.96,3581.745019305019,256,9,0,3.47,0.0
MER00703,248,57430.909999999996,231.57625,243,12,0,4.84,0.0
MER00704,266,496582.9,1866.853007518797,264,15,0,5.64,0.0
MER00705,233,437804.65,1878.9899141630901,228,18,0,7.73,0.0
MER00706,239,180788.33,756.4365271966527,237,22,0,9.21,0.0
MER00707,269,861015.93,3200.802713754647,268,18,0,6.69,0.0
MER00708,239,232106.77,971.1580334728033,236,12,0,5.02,0.0
MER00709,248,292189.63,1178.1839919354838,244,15,0,6.05,0.0
MER00710,239,243101.5,1017.1610878661088,236,18,0,7.53,0.0
MER00711,243,76694.84,315.61662551440327,238,20,0,8.23,0.0
MER00712,252,367477.03,1458.2421825396827,251,14,0,5.56,0.0
MER00713,233,52051.64,223.3975965665236,229,13,0,5.58,0.0
MER00714,260,1073232.56,4127.817538461539,252,13,0,5.0,0.0
MER00715,248,355170.33,1432.138427419355,244,12,0,4.84,0.0
MER00716,251,57624.54,229.5798406374502,247,12,0,4.78,0.0
MER00717,229,1170620.73,5111.880917030568,225,15,0,6.55,0.0
MER00718,220,940995.11,4277.2505,218,13,0,5.91,0.0
MER00719,231,421179.57,1823.2881818181818,229,12,0,5.19,0.0
MER00720,232,71184.37,306.82918103448276,232,7,0,3.02,0.0
MER00721,240,507639.65,2115.1652083333333,239,13,0,5.42,0.0
MER00722,232,72412.87,312.1244396551724,231,15,0,6.47,0.0
MER00723,248,78583.35,316.8683467741936,243,11,0,4.44,0.0
MER00724,288,542396.7,1883.3218749999999,285,22,0,7.64,0.0
MER00725,276,861987.69,3123.143804347826,272,11,0,3.99,0.0
MER00726,254,464475.69,1828.6444488188977,247,17,0,6.69,0.0
MER00727,289,291522.05,1008.7268166089965,284,22,0,7.61,0.0
MER00728,230,518314.73,2253.542304347826,227,12,0,5.22,0.0
MER00729,217,228886.86,1054.7781566820277,208,16,1,7.37,0.46
MER00730,200,45646.92,228.2346,197,7,0,3.5,0.0
MER00731,264,391564.75,1483.1998106060605,261,15,0,5.68,0.0
MER00732,260,866028.49,3330.878807692308,256,14,0,5.38,0.0
MER00733,226,3632370.87,16072.437477876107,221,13,0,5.75,0.0
MER00734,272,88456.6,325.20808823529416,268,16,0,5.88,0.0
MER00735,217,69994.41,322.55488479262675,210,13,0,5.99,0.0
MER00736,250,4683210.96,18732.84384,250,14,0,5.6,0.0
MER00737,261,127543.37,488.67191570881226,258,20,0,7.66,0.0
MER00738,281,321574.74,1144.3940925266904,275,18,0,6.41,0.0
MER00739,259,1195059.77,4614.130386100386,254,19,0,7.34,0.0
MER00740,261,84271.18,322.8780842911877,256,21,0,8.05,0.0
MER00741,278,274625.44,987.8612949640287,271,15,0,5.4,0.0
MER00742,230,48353.090000000004,210.23082608695654,225,13,0,5.65,0.0
MER00743,259,913201.72,3525.8753667953665,255,14,0,5.41,0.0
MER00744,241,794386.75,3296.210580912863,238,11,0,4.56,0.0
MER00745,243,3805901.56,15662.14633744856,240,16,1,6.58,0.41
MER00746,249,83394.58,334.9179919678715,245,16,0,6.43,0.0
MER00747,258,1087483.46,4215.052170542635,254,13,0,5.04,0.0
MER00748,265,62790.59,236.94562264150943,262,18,0,6.79,0.0
MER00749,223,182057.37,816.4007623318386,221,11,0,4.93,0.0
MER00750,274,411727.46,1502.6549635036497,271,10,0,3.65,0.0
MER00751,248,2534016.64,10217.809032258065,246,17,0,6.85,0.0
MER00752,247,495854.1,2007.5064777327934,244,19,0,7.69,0.0
MER00753,259,296580.96,1145.1002316602317,253,22,0,8.49,0.0
MER00754,201,231117.79,1149.8397512437812,199,13,0,6.47,0.0
MER00755,239,2360625.64,9877.094728033473,236,13,0,5.44,0.0
MER00756,254,79996.7,314.94763779527557,252,18,0,7.09,0.0
MER00757,265,882527.45,3330.292264150943,261,13,0,4.91,0.0
MER00758,240,73305.15,305.43812499999996,233,15,0,6.25,0.0
MER00759,228,241812.54,1060.5813157894738,225,11,0,4.82,0.0
MER00760,245,3576456.41,14597.781265306123,242,18,0,7.35,0.0
MER00761,280,1329581.6,4748.505714285715,276,20,1,7.14,0.36
MER00762,232,853235.8,3677.7405172413796,230,21,0,9.05,0.0
MER00763,229,437592.02,1910.8821834061137,227,8,0,3.49,0.0
MER00764,237,3386538.36,14289.191392405062,236,17,1,7.17,0.42
MER00765,240,274559.75,1143.9989583333333,235,15,0,6.25,0.0
MER00766,222,1009536.54,4547.461891891892,219,15,0,6.76,0.0
MER00767,249,59390.66,238.51670682730926,244,17,0,6.83,0.0
MER00768,233,2229906.04,9570.412188841201,230,21,1,9.01,0.43
MER00769,233,67690.25,290.51609442060084,231,13,0,5.58,0.0
MER00770,232,1033052.68,4452.8132758620695,225,15,1,6.47,0.43
MER00771,254,938015.39,3692.973976377953,252,12,0,4.72,0.0
MER00772,216,70103.99,324.5555092592593,209,11,0,5.09,0.0
MER00773,243,186400.59,767.0806172839506,240,17,0,7.0,0.0
MER00774,241,1049600.25,4355.1877593361,240,18,0,7.47,0.0
MER00775,234,530291.05,2266.2010683760686,232,14,0,5.98,0.0
MER00776,239,445929.11,1865.8121757322176,234,11,0,4.6,0.0
MER00777,281,93084.76,331.2624911032028,276,12,1,4.27,0.36
MER00778,244,133889.33,548.7267622950819,239,15,0,6.15,0.0
MER00779,249,245408.74,985.5772690763051,248,9,0,3.61,0.0
MER00780,216,3080385.29,14261.04300925926,216,15,0,6.94,0.0
MER00781,257,1099084.4,4276.592996108949,257,20,0,7.78,0.0
MER00782,232,240423.41,1036.307801724138,230,12,0,5.17,0.0
MER00783,253,1259631.53,4978.780750988142,250,22,1,8.7,0.4
MER00784,245,525174.4,2143.568979591837,242,12,0,4.9,0.0
MER00785,245,1095469.05,4471.302244897959,242,19,0,7.76,0.0
MER00786,247,994211.92,4025.1494736842105,244,16,1,6.48,0.4
MER00787,248,760108.81,3064.9548790322583,247,15,0,6.05,0.0
MER00788,261,86215.77,330.32862068965517,256,16,0,6.13,0.0
MER00789,250,1001550.91,4006.20364,244,11,0,4.4,0.0
MER00790,276,86026.46,311.69007246376816,267,15,0,5.43,0.0
MER00791,218,999304.76,4583.966788990826,217,11,0,5.05,0.0
MER00792,266,1133032.46,4259.5205263157895,261,19,0,7.14,0.0
MER00793,264,261206.06,989.416893939394,261,18,0,6.82,0.0
MER00794,274,286332.21,1045.0080656934308,270,18,0,6.57,0.0
MER00795,245,76974.65,314.18224489795915,244,12,0,4.9,0.0
MER00796,220,67313.12,305.9687272727273,219,12,0,5.45,0.0
MER00797,230,3551356.7199999997,15440.681391304346,226,16,0,6.96,0.0
MER00798,236,69528.69,294.613093220339,233,15,0,6.36,0.0
MER00799,247,1035787.5,4193.471659919029,246,19,0,7.69,0.0
MER00800,236,240314.56,1018.282033898305,232,12,0,5.08,0.0
MER00801,264,1348692.36,5108.683181818182,263,22,0,8.33,0.0
MER00802,235,282953.02999999997,1204.0554468085104,235,6,0,2.55,0.0
MER00803,273,799847.82,2929.845494505494,269,17,0,6.23,0.0
MER00804,250,570832.15,2283.3286000000003,247,15,0,6.0,0.0
MER00805,245,459465.98,1875.3713469387753,242,16,0,6.53,0.0
MER00806,273,1050672.74,3848.618095238095,269,11,1,4.03,0.37
MER00807,251,263938.28,1051.5469322709164,247,21,0,8.37,0.0
