user_id,total_txns,total_spend,avg_txn_amount,max_txn_amount,unique_merchants,unique_categories,unique_platforms,failed_txns,fraud_txns,cross_city_txns,festival_txns,failure_rate,cross_city_rate,festival_txn_rate,avg_spend_per_day,evening_txns,night_txns,weekend_txns,morning_txns,food_txns,p2p_txns,investment_txns,ecom_txns,travel_txns,qr_txns,upi_id_txns,platform_loyalty_rate,evening_ratio,night_ratio,weekend_ratio,food_ratio,p2p_ratio,investment_ratio,ecom_ratio,travel_ratio,qr_ratio,segment,segment_name,pca1,pca2
USR000991,40,117855.53,2946.38825,22609.18,40,16,4,5,0,37,11,12.5,92.5,27.5,161.45,11,0,13,16,4,1,0,3,1,15,14,0.9,0.275,0.0,0.325,0.1,0.025,0.0,0.075,0.025,0.375,2,Loyal Digital Users,-1.4259671642073701,-0.9040960128306944
USR000992,53,142889.47,2696.0277358490566,43692.15,53,18,3,1,0,50,17,1.89,94.34,32.08,195.74,24,1,20,13,7,2,1,3,2,26,20,0.9245283018867925,0.4528,0.0189,0.3774,0.1321,0.0377,0.0189,0.0566,0.0377,0.4906,2,Loyal Digital Users,0.0402237457210635,-1.2228644582066428
USR000993,55,191065.0,3473.909090909091,38431.52,55,18,5,2,0,55,20,3.64,100.0,36.36,261.73,19,3,13,16,9,3,2,5,2,21,16,0.7272727272727273,0.3455,0.0545,0.2364,0.1636,0.0545,0.0364,0.0909,0.0364,0.3818,0,Active Everyday Users,2.0211402189676284,2.136509624807048
USR000994,44,126875.61,2883.536590909091,33531.02,44,16,4,1,0,43,17,2.27,97.73,38.64,173.8,15,2,16,17,7,1,1,4,1,19,15,0.8409090909090909,0.3409,0.0455,0.3636,0.1591,0.0227,0.0227,0.0909,0.0227,0.4318,1,Casual Small Spenders,-0.9865210076517266,-0.1429080269643339
USR000995,52,211668.65,4070.550961538461,26139.35,50,16,4,2,0,52,19,3.85,100.0,36.54,289.96,18,1,11,15,4,1,3,12,3,23,18,0.8269230769230769,0.3462,0.0192,0.2115,0.0769,0.0192,0.0577,0.2308,0.0577,0.4423,3,Premium Investors,2.5988020716195344,-0.5543161192864523
USR000996,48,198062.74,4126.307083333333,33046.47,47,16,5,2,0,45,23,4.17,93.75,47.92,271.32,15,1,13,14,8,3,1,4,3,16,22,0.8541666666666666,0.3125,0.0208,0.2708,0.1667,0.0625,0.0208,0.0833,0.0625,0.3333,3,Premium Investors,1.7334592911912674,0.2806142728236987
USR000997,53,170501.86000000002,3217.0162264150945,27208.25,53,16,5,0,0,50,20,0.0,94.34,37.74,233.56,19,1,17,15,10,3,0,8,5,18,20,0.8679245283018868,0.3585,0.0189,0.3208,0.1887,0.0566,0.0,0.1509,0.0943,0.3396,0,Active Everyday Users,0.3439925358455015,0.7752203508272912
USR000998,62,201439.17,3249.018870967742,22697.6,62,17,6,2,0,61,19,3.23,98.39,30.65,275.94,23,1,16,19,3,2,3,9,3,18,19,0.8387096774193549,0.371,0.0161,0.2581,0.0484,0.0323,0.0484,0.1452,0.0484,0.2903,3,Premium Investors,2.6722768620079016,1.525693095657323
USR000999,40,149093.01,3727.32525,30137.64,40,15,2,1,0,38,10,2.5,95.0,25.0,204.24,12,1,10,14,2,1,1,10,1,16,15,0.9,0.3,0.025,0.25,0.05,0.025,0.025,0.25,0.025,0.4,2,Loyal Digital Users,-0.3837626024430515,-3.026816505619631
USR001000,57,166943.24,2928.8287719298246,26994.14,54,16,4,1,0,56,18,1.75,98.25,31.58,228.69,16,1,13,16,11,2,0,9,4,25,20,0.8245614035087719,0.2807,0.0175,0.2281,0.193,0.0351,0.0,0.1579,0.0702,0.4386,0,Active Everyday Users,0.0630560909970793,0.6841099860112724
USR001001,43,216412.98,5032.860000000001,34721.77,43,17,5,3,0,41,14,6.98,95.35,32.56,296.46,17,1,10,10,3,3,1,2,3,19,14,0.7441860465116279,0.3953,0.0233,0.2326,0.0698,0.0698,0.0233,0.0465,0.0698,0.4419,3,Premium Investors,3.097925497327548,1.0017493547796636
USR001002,59,180533.84,3059.895593220339,21458.94,58,18,5,4,0,56,20,6.78,94.92,33.9,247.31,18,1,20,22,4,3,1,4,5,17,32,0.8983050847457628,0.3051,0.0169,0.339,0.0678,0.0508,0.0169,0.0678,0.0847,0.2881,0,Active Everyday Users,1.7603780170469696,0.5694518741660166
USR001003,46,95306.74,2071.885652173913,18207.33,45,16,4,8,0,46,16,17.39,100.0,34.78,130.56,17,0,17,14,4,4,0,4,1,14,21,0.9130434782608695,0.3696,0.0,0.3696,0.087,0.087,0.0,0.087,0.0217,0.3043,1,Casual Small Spenders,-2.159861967965054,-0.6533901366357907
USR001004,60,167305.91,2788.431833333333,22884.33,60,17,4,4,0,54,22,6.67,90.0,36.67,229.19,13,1,17,20,8,4,0,10,2,21,22,0.8833333333333333,0.2167,0.0167,0.2833,0.1333,0.0667,0.0,0.1667,0.0333,0.35,0,Active Everyday Users,0.43736788741973837,0.17112520033138243
USR001005,43,127901.4,2974.4511627906977,25865.51,42,16,5,3,1,38,18,6.98,88.37,41.86,175.21,16,2,12,14,4,1,1,3,2,18,15,0.813953488372093,0.3721,0.0465,0.2791,0.093,0.0233,0.0233,0.0698,0.0465,0.4186,0,Active Everyday Users,-0.6169194069239867,0.7898498851133445
USR001006,35,104079.63,2973.7037142857143,22482.89,35,16,5,4,0,35,8,11.43,100.0,22.86,142.57,12,2,8,11,4,1,0,3,1,6,17,0.8285714285714286,0.3429,0.0571,0.2286,0.1143,0.0286,0.0,0.0857,0.0286,0.1714,1,Casual Small Spenders,-1.897110003041939,0.43428442606999607
USR001007,39,94169.69,2414.607435897436,16571.62,38,14,3,2,0,37,13,5.13,94.87,33.33,129.0,12,1,10,14,7,2,2,4,2,14,16,0.8461538461538461,0.3077,0.0256,0.2564,0.1795,0.0513,0.0513,0.1026,0.0513,0.359,1,Casual Small Spenders,-2.428828790446484,-1.310847412967445
USR001008,39,107702.23,2761.595641025641,15572.0,39,15,3,3,0,37,11,7.69,94.87,28.21,147.54,13,3,10,9,5,5,0,4,0,9,16,0.7948717948717948,0.3333,0.0769,0.2564,0.1282,0.1282,0.0,0.1026,0.0,0.2308,1,Casual Small Spenders,-2.2299561276838737,-0.48747669045768327
USR001009,52,115148.6,2214.396153846154,12278.86,51,15,5,2,0,52,22,3.85,100.0,42.31,157.74,18,2,19,16,9,3,1,0,3,20,17,0.8653846153846154,0.3462,0.0385,0.3654,0.1731,0.0577,0.0192,0.0,0.0577,0.3846,1,Casual Small Spenders,-1.4133708333381545,0.8166549218974994
USR001010,48,144656.15,3013.6697916666667,34088.76,48,16,4,2,0,46,15,4.17,95.83,31.25,198.16,21,0,5,16,4,4,0,4,3,20,12,0.8541666666666666,0.4375,0.0,0.1042,0.0833,0.0833,0.0,0.0833,0.0625,0.4167,2,Loyal Digital Users,-0.35215553372030894,-0.14735141962475168
USR001011,57,141518.31,2482.7773684210524,17568.5,57,18,2,3,0,54,21,5.26,94.74,36.84,193.86,19,1,20,17,10,3,1,6,2,14,28,0.9824561403508771,0.3333,0.0175,0.3509,0.1754,0.0526,0.0175,0.1053,0.0351,0.2456,2,Loyal Digital Users,-0.2506597253795621,-2.3387958865738656
USR001012,51,198370.25,3889.6127450980393,40350.51,51,16,3,5,0,51,13,9.8,100.0,25.49,271.74,20,1,17,16,5,3,3,2,0,20,20,0.803921568627451,0.3922,0.0196,0.3333,0.098,0.0588,0.0588,0.0392,0.0,0.3922,3,Premium Investors,2.1838551190411035,-0.9372080162729771
USR001013,54,178449.27,3304.616111111111,17935.18,51,17,5,1,0,50,19,1.85,92.59,35.19,244.45,11,1,14,20,8,0,3,4,2,21,19,0.8333333333333334,0.2037,0.0185,0.2593,0.1481,0.0,0.0556,0.0741,0.037,0.3889,3,Premium Investors,1.604576682400535,0.7413738090253256
USR001014,48,113961.99,2374.208125,24968.0,48,17,5,3,0,47,15,6.25,97.92,31.25,156.11,12,2,12,18,7,4,0,2,2,16,15,0.8333333333333334,0.25,0.0417,0.25,0.1458,0.0833,0.0,0.0417,0.0417,0.3333,0,Active Everyday Users,-1.329992279114083,1.2170004627559066
USR001015,54,145883.04,2701.537777777778,32882.76,54,16,5,6,0,52,16,11.11,96.3,29.63,199.84,21,2,20,16,9,0,1,3,2,21,24,0.8518518518518519,0.3889,0.037,0.3704,0.1667,0.0,0.0185,0.0556,0.037,0.3889,0,Active Everyday Users,-0.20528543559748896,0.9110115064649871
USR001016,45,124613.85,2769.1966666666663,18292.3,45,16,4,2,0,44,21,4.44,97.78,46.67,170.7,16,3,19,14,6,2,0,2,1,19,14,0.8666666666666667,0.3556,0.0667,0.4222,0.1333,0.0444,0.0,0.0444,0.0222,0.4222,1,Casual Small Spenders,-1.2144819906761426,-0.1946443682694803
USR001017,52,155214.77,2984.899423076923,20000.0,51,17,4,3,0,52,21,5.77,100.0,40.38,212.62,20,0,8,14,8,2,0,5,3,17,18,0.8846153846153846,0.3846,0.0,0.1538,0.1538,0.0385,0.0,0.0962,0.0577,0.3269,2,Loyal Digital Users,0.03835590112671536,-0.16109381961067143
USR001018,56,134491.89,2401.640892857143,9163.93,56,16,5,4,0,52,19,7.14,92.86,33.93,184.24,18,1,14,11,6,5,1,5,0,20,24,0.8571428571428571,0.3214,0.0179,0.25,0.1071,0.0893,0.0179,0.0893,0.0,0.3571,0,Active Everyday Users,-0.49166678317818,0.8703914339268221
USR001019,50,197162.06,3943.2412,47608.59,50,14,4,2,0,46,19,4.0,92.0,38.0,270.09,17,1,10,20,7,3,1,9,0,24,15,0.82,0.34,0.02,0.2,0.14,0.06,0.02,0.18,0.0,0.48,3,Premium Investors,1.0104802060487283,-0.31439274016712004
USR001020,57,233895.8,4103.435087719298,45982.33,55,17,6,3,0,52,17,5.26,91.23,29.82,320.41,18,0,16,15,2,5,1,7,1,21,23,0.8947368421052632,0.3158,0.0,0.2807,0.0351,0.0877,0.0175,0.1228,0.0175,0.3684,3,Premium Investors,3.4089001577322744,0.6619249921544903
USR001021,61,173259.98,2840.327540983607,16088.99,58,18,4,4,0,57,15,6.56,93.44,24.59,237.34,26,1,17,11,7,4,1,5,4,23,17,0.9016393442622951,0.4262,0.0164,0.2787,0.1148,0.0656,0.0164,0.082,0.0656,0.377,0,Active Everyday Users,1.2532003618571028,-0.022707638628574073
USR001022,68,167532.08000000002,2463.7070588235297,32173.47,66,17,4,1,0,60,25,1.47,88.24,36.76,229.5,19,3,21,24,6,4,0,13,2,29,26,0.8823529411764706,0.2794,0.0441,0.3088,0.0882,0.0588,0.0,0.1912,0.0294,0.4265,0,Active Everyday Users,0.6135544041939921,0.5079914368321236
USR001023,58,133423.0,2300.396551724138,17067.62,57,18,5,4,0,57,18,6.9,98.28,31.03,182.77,13,2,15,21,10,2,1,6,3,16,21,0.8448275862068966,0.2241,0.0345,0.2586,0.1724,0.0345,0.0172,0.1034,0.0517,0.2759,0,Active Everyday Users,-0.2521183609964166,1.4479398624371034
USR001024,38,70236.36,1848.3252631578948,10654.43,38,16,5,1,0,36,10,2.63,94.74,26.32,96.21,18,1,7,14,7,1,0,3,1,17,12,0.6842105263157895,0.4737,0.0263,0.1842,0.1842,0.0263,0.0,0.0789,0.0263,0.4474,1,Casual Small Spenders,-3.415263905647229,2.6419401349695075
USR001025,53,170115.27,3209.7220754716977,52134.37,53,16,4,5,0,53,19,9.43,100.0,35.85,233.03,14,3,11,17,10,2,3,1,2,20,18,0.9245283018867925,0.2642,0.0566,0.2075,0.1887,0.0377,0.0566,0.0189,0.0377,0.3774,2,Loyal Digital Users,0.9598685678959524,-1.0961396079530394
USR001026,58,130418.93,2248.6022413793103,8812.39,57,15,4,4,0,57,26,6.9,98.28,44.83,178.66,19,2,18,15,7,2,1,3,4,20,19,0.8448275862068966,0.3276,0.0345,0.3103,0.1207,0.0345,0.0172,0.0517,0.069,0.3448,0,Active Everyday Users,-0.8174315630698124,0.4479916469996187
USR001027,43,106104.51,2467.546744186047,33363.97,43,17,4,5,0,42,11,11.63,97.67,25.58,145.35,19,2,10,14,5,2,0,5,1,18,19,0.9302325581395349,0.4419,0.0465,0.2326,0.1163,0.0465,0.0,0.1163,0.0233,0.4186,2,Loyal Digital Users,-1.7818032286415755,-0.9481707679816092
USR001028,50,172888.72,3457.7744,17657.9,50,16,6,5,0,50,14,10.0,100.0,28.0,236.83,16,2,12,13,2,4,5,3,1,20,20,0.84,0.32,0.04,0.24,0.04,0.08,0.1,0.06,0.02,0.4,3,Premium Investors,2.1799955681290712,0.5124455816025755
USR001029,49,125350.59,2558.175306122449,10810.64,48,15,5,5,0,47,14,10.2,95.92,28.57,171.71,14,3,13,15,7,1,0,6,2,15,17,0.7959183673469388,0.2857,0.0612,0.2653,0.1429,0.0204,0.0,0.1224,0.0408,0.3061,1,Casual Small Spenders,-1.4413005349473875,1.390159675289049
USR001030,44,144588.59,3286.104318181818,22936.45,43,16,3,1,0,44,14,2.27,100.0,31.82,198.07,12,2,11,14,3,0,2,6,0,18,16,0.9318181818181818,0.2727,0.0455,0.25,0.0682,0.0,0.0455,0.1364,0.0,0.4091,2,Loyal Digital Users,-0.02612845974138183,-2.4264726060189945
USR001031,50,177055.97,3541.1194,58151.49,49,16,4,3,0,49,15,6.0,98.0,30.0,242.54,10,0,15,20,3,3,2,1,4,15,23,0.86,0.2,0.0,0.3,0.06,0.06,0.04,0.02,0.08,0.3,3,Premium Investors,1.4692027180533438,-0.5586629191587797
USR001032,53,140337.52,2647.8777358490565,14929.52,52,18,4,2,0,52,20,3.77,98.11,37.74,192.24,15,2,16,16,7,4,1,7,2,18,21,0.8867924528301887,0.283,0.0377,0.3019,0.1321,0.0755,0.0189,0.1321,0.0377,0.3396,2,Loyal Digital Users,-0.039291602231478366,-0.12169313500886078
USR001033,49,107991.78,2203.9138775510205,16533.68,48,15,5,1,0,48,11,2.04,97.96,22.45,147.93,17,3,18,16,8,1,0,4,4,12,26,0.7755102040816326,0.3469,0.0612,0.3673,0.1633,0.0204,0.0,0.0816,0.0816,0.2449,1,Casual Small Spenders,-2.0167015543119695,1.8706239859347642
USR001034,54,144812.12,2681.705925925926,17134.88,54,18,3,0,0,50,19,0.0,92.59,35.19,198.37,11,4,17,16,5,3,1,6,3,19,21,0.8703703703703703,0.2037,0.0741,0.3148,0.0926,0.0556,0.0185,0.1111,0.0556,0.3519,2,Loyal Digital Users,0.12897235906271404,-0.5993285505364311
USR001035,58,242009.49,4172.577413793104,50000.0,58,16,5,2,0,57,13,3.45,98.28,22.41,331.52,19,0,13,21,8,1,1,1,2,16,24,0.8793103448275862,0.3276,0.0,0.2241,0.1379,0.0172,0.0172,0.0172,0.0345,0.2759,3,Premium Investors,3.1850610238420183,0.22867471985962556
USR001036,49,158933.1,3243.5326530612247,17623.04,48,15,5,2,0,46,19,4.08,93.88,38.78,217.72,12,4,15,15,3,2,0,1,0,17,26,0.8163265306122449,0.2449,0.0816,0.3061,0.0612,0.0408,0.0,0.0204,0.0,0.3469,0,Active Everyday Users,0.049436394925583105,0.8710920081140667
USR001037,48,173401.35,3612.528125,41003.44,47,15,4,3,0,44,12,6.25,91.67,25.0,237.54,13,3,14,19,7,3,1,0,2,27,15,0.8125,0.2708,0.0625,0.2917,0.1458,0.0625,0.0208,0.0,0.0417,0.5625,0,Active Everyday Users,0.5767440974302884,0.060767136400476936
USR001038,52,114295.1,2197.982692307693,9712.16,51,17,4,5,1,50,16,9.62,96.15,30.77,156.57,11,2,12,17,3,1,0,5,2,16,22,0.8653846153846154,0.2115,0.0385,0.2308,0.0577,0.0192,0.0,0.0962,0.0385,0.3077,2,Loyal Digital Users,-1.2239921225374977,0.15431142141049448
USR001039,42,145121.81,3455.28119047619,27747.34,42,17,6,3,0,41,15,7.14,97.62,35.71,198.8,11,4,13,13,7,3,0,2,1,9,26,0.7142857142857143,0.2619,0.0952,0.3095,0.1667,0.0714,0.0,0.0476,0.0238,0.2143,0,Active Everyday Users,-0.13634621715868533,2.802944936202993
USR001040,52,100571.74,1934.0719230769232,8179.31,52,16,5,4,0,50,17,7.69,96.15,32.69,137.77,16,1,19,15,5,1,0,4,4,17,22,0.8269230769230769,0.3077,0.0192,0.3654,0.0962,0.0192,0.0,0.0769,0.0769,0.3269,1,Casual Small Spenders,-1.813341349601327,1.4474068313103243
USR001041,55,109790.62,1996.1930909090909,12819.02,55,15,3,4,0,51,17,7.27,92.73,30.91,150.4,18,4,16,14,7,1,0,5,1,21,17,0.8727272727272727,0.3273,0.0727,0.2909,0.1273,0.0182,0.0,0.0909,0.0182,0.3818,1,Casual Small Spenders,-2.080014132512947,-0.5419837920716524
USR001042,50,182530.36,3650.6072,33300.79,50,17,2,2,0,47,22,4.0,94.0,44.0,250.04,16,0,12,13,5,3,2,2,5,15,23,0.96,0.32,0.0,0.24,0.1,0.06,0.04,0.04,0.1,0.3,2,Loyal Digital Users,1.6000636266286459,-2.9609787876310905
USR001043,51,102445.3,2008.73137254902,12228.33,51,15,4,4,0,46,17,7.84,90.2,33.33,140.34,17,1,16,15,8,1,1,3,6,18,24,0.803921568627451,0.3333,0.0196,0.3137,0.1569,0.0196,0.0196,0.0588,0.1176,0.3529,1,Casual Small Spenders,-1.9210608668919944,0.8748661967455268
USR001044,58,154419.53,2662.4056896551724,21961.36,56,18,4,0,0,58,16,0.0,100.0,27.59,211.53,12,2,15,23,7,2,1,6,2,23,20,0.8620689655172413,0.2069,0.0345,0.2586,0.1207,0.0345,0.0172,0.1034,0.0345,0.3966,0,Active Everyday Users,0.46821725650921214,0.30973440763932053
USR001045,51,102867.45,2017.008823529412,15069.06,50,16,5,4,0,49,17,7.84,96.08,33.33,140.91,23,0,18,14,11,3,1,3,3,15,24,0.803921568627451,0.451,0.0,0.3529,0.2157,0.0588,0.0196,0.0588,0.0588,0.2941,1,Casual Small Spenders,-1.7723248800757643,1.6708223658540748
USR001046,47,105544.7,2245.631914893617,27526.22,47,13,4,7,0,44,14,14.89,93.62,29.79,144.58,14,2,13,13,7,4,2,5,0,22,13,0.8936170212765957,0.2979,0.0426,0.2766,0.1489,0.0851,0.0426,0.1064,0.0,0.4681,1,Casual Small Spenders,-2.1909663225549583,-0.9758007773468269
USR001047,44,137858.63,3133.150681818182,18608.82,44,16,6,5,0,42,14,11.36,95.45,31.82,188.85,10,2,7,15,5,2,3,2,2,18,13,0.7272727272727273,0.2273,0.0455,0.1591,0.1136,0.0455,0.0682,0.0455,0.0455,0.4091,0,Active Everyday Users,0.3588640435502364,2.0989218277887316
USR001048,42,122607.46,2919.225238095238,20041.75,42,15,4,2,0,40,17,4.76,95.24,40.48,167.96,15,1,16,11,9,4,3,5,2,11,21,0.9285714285714286,0.3571,0.0238,0.381,0.2143,0.0952,0.0714,0.119,0.0476,0.2619,2,Loyal Digital Users,-0.852108701243961,-1.5517083829093317
USR001049,52,167136.30000000002,3214.159615384616,21001.46,51,17,4,3,0,52,20,5.77,100.0,38.46,228.95,13,1,22,16,4,3,2,4,4,22,20,0.8269230769230769,0.25,0.0192,0.4231,0.0769,0.0577,0.0385,0.0769,0.0769,0.4231,0,Active Everyday Users,1.2367753712378706,0.09768686279363686
USR001050,41,164034.18,4000.833658536585,25002.67,41,15,5,1,0,40,9,2.44,97.56,21.95,224.7,20,2,19,10,6,0,2,2,1,13,18,0.8292682926829268,0.4878,0.0488,0.4634,0.1463,0.0,0.0488,0.0488,0.0244,0.3171,3,Premium Investors,0.7432474884370383,0.004046979320662744
USR001051,63,159549.01,2532.523968253968,22433.64,63,17,4,6,0,60,26,9.52,95.24,41.27,218.56,20,4,18,21,12,2,0,6,5,26,28,0.8253968253968254,0.3175,0.0635,0.2857,0.1905,0.0317,0.0,0.0952,0.0794,0.4127,0,Active Everyday Users,0.1887026554962137,1.1759706644404726
USR001052,39,91602.38,2348.7789743589747,15336.24,36,15,4,4,0,39,8,10.26,100.0,20.51,125.48,8,1,13,17,6,3,0,4,1,16,14,0.8205128205128205,0.2051,0.0256,0.3333,0.1538,0.0769,0.0,0.1026,0.0256,0.4103,1,Casual Small Spenders,-2.830613266415452,0.07385457119969539
USR001053,49,157429.58,3212.848571428571,30306.91,49,17,4,0,0,48,22,0.0,97.96,44.9,215.66,18,2,14,13,5,1,1,0,4,21,18,0.8979591836734694,0.3673,0.0408,0.2857,0.102,0.0204,0.0204,0.0,0.0816,0.4286,2,Loyal Digital Users,0.6217358560121415,-0.5743749558403709
USR001054,40,125387.3,3134.6825,26506.46,40,14,4,6,0,36,14,15.0,90.0,35.0,171.76,17,0,11,14,6,2,0,2,3,17,13,0.8,0.425,0.0,0.275,0.15,0.05,0.0,0.05,0.075,0.425,1,Casual Small Spenders,-1.5472556049108175,0.14892782162609877
USR001055,49,133677.05,2728.103061224489,18535.62,48,16,6,2,0,47,14,4.08,95.92,28.57,183.12,16,1,20,14,4,3,2,5,1,21,16,0.6530612244897959,0.3265,0.0204,0.4082,0.0816,0.0612,0.0408,0.102,0.0204,0.4286,0,Active Everyday Users,-0.057322950939088214,3.385070068766304
USR001056,54,151016.15,2796.5953703703703,15141.42,51,16,4,8,0,52,14,14.81,96.3,25.93,206.87,19,1,14,14,6,4,2,4,8,21,17,0.8148148148148148,0.3519,0.0185,0.2593,0.1111,0.0741,0.037,0.0741,0.1481,0.3889,0,Active Everyday Users,0.42061346190723486,0.4563161386693009
USR001057,51,130133.41,2551.6354901960785,26579.81,49,16,6,2,0,48,17,3.92,94.12,33.33,178.26,16,3,11,14,13,4,0,1,3,22,17,0.8431372549019608,0.3137,0.0588,0.2157,0.2549,0.0784,0.0,0.0196,0.0588,0.4314,0,Active Everyday Users,-1.1392151904098402,2.007543481490466
USR001058,51,167991.66,3293.954117647059,19628.32,51,17,4,3,0,47,19,5.88,92.16,37.25,230.13,9,2,13,20,4,2,1,4,3,18,19,0.9215686274509803,0.1765,0.0392,0.2549,0.0784,0.0392,0.0196,0.0784,0.0588,0.3529,2,Loyal Digital Users,0.8995573809648345,-0.8925013628567685
USR001059,52,168836.55,3246.8567307692306,22582.38,52,16,4,3,1,52,21,5.77,100.0,40.38,231.28,22,1,12,17,12,2,1,7,4,25,15,0.8653846153846154,0.4231,0.0192,0.2308,0.2308,0.0385,0.0192,0.1346,0.0769,0.4808,0,Active Everyday Users,0.32055749299456804,-0.13076439528752398
USR001060,60,240819.9,4013.665,41532.78,60,18,6,2,0,60,26,3.33,100.0,43.33,329.89,22,2,19,16,7,10,3,5,2,21,26,0.7833333333333333,0.3667,0.0333,0.3167,0.1167,0.1667,0.05,0.0833,0.0333,0.35,3,Premium Investors,4.190545920355204,2.059043733271463
USR001061,42,128158.42,3051.3909523809525,25718.88,42,17,4,4,0,40,9,9.52,95.24,21.43,175.56,12,1,10,13,5,3,2,3,2,15,18,0.8571428571428571,0.2857,0.0238,0.2381,0.119,0.0714,0.0476,0.0714,0.0476,0.3571,2,Loyal Digital Users,-0.26097558124526676,-0.6022081876670421
USR001062,48,166721.84,3473.3716666666664,27998.26,48,16,5,4,0,45,16,8.33,93.75,33.33,228.39,16,1,16,15,6,6,1,5,1,16,21,0.8125,0.3333,0.0208,0.3333,0.125,0.125,0.0208,0.1042,0.0208,0.3333,0,Active Everyday Users,0.6689938994444333,0.8070874033981981
USR001063,59,182020.79,3085.0981355932204,25829.18,57,17,5,2,0,54,22,3.39,91.53,37.29,249.34,16,1,14,16,8,2,3,6,3,19,26,0.8135593220338984,0.2712,0.0169,0.2373,0.1356,0.0339,0.0508,0.1017,0.0508,0.322,0,Active Everyday Users,1.7434096325442592,1.2311735217280735
USR001064,49,134333.16,2741.49306122449,38107.3,49,15,2,4,0,48,15,8.16,97.96,30.61,184.02,21,2,17,13,7,5,0,5,2,17,18,0.9183673469387755,0.4286,0.0408,0.3469,0.1429,0.102,0.0,0.102,0.0408,0.3469,2,Loyal Digital Users,-1.30080860561061,-2.2020528782251207
USR001065,44,135927.48,3089.260909090909,24903.65,44,14,4,1,0,44,12,2.27,100.0,27.27,186.2,16,1,15,11,7,1,0,5,4,15,19,0.8636363636363636,0.3636,0.0227,0.3409,0.1591,0.0227,0.0,0.1136,0.0909,0.3409,1,Casual Small Spenders,-1.3122359866263662,-0.4312039378574656
USR001066,62,175882.67,2836.8172580645164,28225.7,62,18,5,1,0,61,21,1.61,98.39,33.87,240.94,20,1,15,12,13,1,2,5,3,17,30,0.8387096774193549,0.3226,0.0161,0.2419,0.2097,0.0161,0.0323,0.0806,0.0484,0.2742,0,Active Everyday Users,1.351796765997405,1.4490268332885445
USR001067,52,168453.15,3239.4836538461536,33083.8,50,16,3,2,0,46,22,3.85,88.46,42.31,230.76,17,1,15,15,8,2,2,3,2,14,21,0.9230769230769231,0.3269,0.0192,0.2885,0.1538,0.0385,0.0385,0.0577,0.0385,0.2692,2,Loyal Digital Users,0.6897117354516483,-1.6684686179302777
USR001068,54,141551.44,2621.322962962963,31882.5,52,18,5,5,0,51,24,9.26,94.44,44.44,193.91,19,3,15,19,11,4,2,6,1,21,20,0.8703703703703703,0.3519,0.0556,0.2778,0.2037,0.0741,0.037,0.1111,0.0185,0.3889,0,Active Everyday Users,0.13972862791382662,0.7979907275434119
USR001069,47,217885.56,4635.862978723404,48256.01,47,16,5,1,0,47,21,2.13,100.0,44.68,298.47,14,2,15,15,5,1,1,6,3,15,18,0.7872340425531915,0.2979,0.0426,0.3191,0.1064,0.0213,0.0213,0.1277,0.0638,0.3191,3,Premium Investors,2.5945595815056213,0.7132721433920116
USR001070,45,88540.33,1967.562888888889,9470.86,45,16,6,3,0,45,15,6.67,100.0,33.33,121.29,15,3,14,15,9,2,0,4,2,17,18,0.8666666666666667,0.3333,0.0667,0.3111,0.2,0.0444,0.0,0.0889,0.0444,0.3778,1,Casual Small Spenders,-2.630880118258074,1.543595689923757
USR001071,60,167140.37,2785.672833333333,35045.27,60,15,5,3,0,60,13,5.0,100.0,21.67,228.96,22,2,17,16,6,2,0,9,1,24,25,0.9166666666666666,0.3667,0.0333,0.2833,0.1,0.0333,0.0,0.15,0.0167,0.4,0,Active Everyday Users,0.13784791018505108,0.18353948910868095
USR001072,61,165292.73,2709.7168852459017,31882.76,60,18,5,6,0,60,15,9.84,98.36,24.59,226.43,19,1,19,21,6,4,1,3,1,23,21,0.7868852459016393,0.3115,0.0164,0.3115,0.0984,0.0656,0.0164,0.0492,0.0164,0.377,0,Active Everyday Users,1.1254422087353055,1.9351147162962206
USR001073,48,127601.64,2658.3675,16872.76,47,15,4,4,0,47,18,8.33,97.92,37.5,174.8,14,2,10,16,10,2,2,6,3,19,16,0.8958333333333334,0.2917,0.0417,0.2083,0.2083,0.0417,0.0417,0.125,0.0625,0.3958,1,Casual Small Spenders,-1.0869155123036482,-0.7355049254441524
USR001074,46,122921.53,2672.207173913044,22029.73,45,16,2,3,0,43,13,6.52,93.48,28.26,168.39,13,0,12,16,6,2,1,3,2,13,22,0.9565217391304348,0.2826,0.0,0.2609,0.1304,0.0435,0.0217,0.0652,0.0435,0.2826,2,Loyal Digital Users,-1.218470405445039,-2.7728501449127254
USR001075,47,137189.68,2918.929361702128,15811.08,47,16,3,4,0,44,15,8.51,93.62,31.91,187.93,20,2,13,7,7,1,3,4,1,24,17,0.9361702127659575,0.4255,0.0426,0.2766,0.1489,0.0213,0.0638,0.0851,0.0213,0.5106,2,Loyal Digital Users,-0.18735890460283763,-2.199440752295355
USR001076,52,179056.41,3443.3925,21832.63,50,16,4,3,0,51,11,5.77,98.08,21.15,245.28,17,0,13,16,6,5,2,6,2,19,18,0.8653846153846154,0.3269,0.0,0.25,0.1154,0.0962,0.0385,0.1154,0.0385,0.3654,3,Premium Investors,1.2086866537787562,-0.5551703455503638
