user_id,age,gender,city,city_tier,preferred_platform,activity_level,monthly_txn_frequency,device_type,registration_date,segment,segment_name,avg_txn_amount,total_spend,total_txns,platform_loyalty_rate,avg_spend_per_day,pca1,pca2
USR000670,27,Male,Ahmedabad,Tier1,Paytm,Low,2,Android,2021-06-24,3,Premium Investors,3617.638947368421,206205.42,57,0.8245614035087719,282.47,2.7054142088636506,0.5865895396209931
USR000671,24,Male,Chandigarh,Tier3,Google Pay,Power,94,iOS,2022-03-25,3,Premium Investors,2854.21,182669.44,64,0.859375,250.23,2.35339472904582,-0.06912416959961203
USR000672,50,Male,Delhi,Tier1,PhonePe,High,42,Android,2021-02-01,3,Premium Investors,3542.3405172413795,205455.75,58,0.8448275862068966,281.45,2.12723763089588,-0.13695406220678116
USR000673,21,Male,Faridabad,Tier3,Paytm,Medium,13,Android,2019-04-10,2,Loyal Digital Users,3481.8919565217398,160167.03,46,0.8260869565217391,219.41,0.7258188941921873,-0.32151162745808487
USR000674,35,Female,Bangalore,Tier1,Google Pay,Power,72,Android,2022-06-15,2,Loyal Digital Users,2933.73,123216.66,42,0.8809523809523809,168.79,-0.7419401555511367,-0.9577033006788319
USR000675,31,Male,Varanasi,Tier3,Google Pay,High,46,iOS,2019-12-04,1,Casual Small Spenders,1840.2318604651164,79129.97,43,0.7906976744186046,108.4,-3.899151827183228,1.5099694244663173
USR000676,62,Female,Tiruchirappalli,Tier3,PhonePe,Power,92,iOS,2020-08-08,2,Loyal Digital Users,3211.795744680851,150954.4,47,0.9148936170212766,206.79,0.45126582003216903,-1.041073202381886
USR000677,23,Male,Noida,Tier3,PhonePe,Low,3,Android,2019-12-22,2,Loyal Digital Users,2644.37137254902,134862.94,51,0.8235294117647058,184.74,-0.5249497131968431,-0.41207206407071484
USR000678,31,Female,Hyderabad,Tier1,Amazon Pay,Low,1,iOS,2021-01-19,0,Active Everyday Users,3300.4550980392155,168323.21,51,0.7647058823529411,230.58,1.1105977546877124,1.0749797119444282
USR000679,60,Female,Ahmedabad,Tier1,PhonePe,Low,1,Android,2020-11-23,0,Active Everyday Users,2330.4236363636364,153807.96,66,0.8636363636363636,210.7,0.39285444398144337,1.2761001347223178
USR000680,49,Male,Moradabad,Tier3,Paytm,Medium,14,Android,2021-07-21,0,Active Everyday Users,2672.220754716981,141627.7,53,0.8490566037735849,194.01,-0.8162705224798713,0.8771786815654257
USR000681,47,Male,Surat,Tier2,PhonePe,Medium,16,Android,2022-08-08,2,Loyal Digital Users,2431.5869767441864,104558.24,43,0.9767441860465116,143.23,-2.005207479990223,-3.041737846647434
USR000682,27,Other,Delhi,Tier1,WhatsApp Pay,Power,148,Android,2021-11-27,3,Premium Investors,4771.294705882353,243336.03,51,0.8627450980392157,333.34,3.8583642220457843,0.631600278216728
USR000683,24,Female,Coimbatore,Tier2,Paytm,Medium,7,Web,2021-03-10,2,Loyal Digital Users,2949.1876744186047,126815.07,43,0.9069767441860465,173.72,-0.7158577224683691,-2.116360140717891
USR000684,40,Male,Kanpur,Tier2,PhonePe,Power,87,Android,2019-09-06,3,Premium Investors,3840.4625,261151.45,68,0.8970588235294118,357.74,4.281534226516078,-0.498574808226403
USR000685,55,Male,Ranchi,Tier2,Paytm,Low,1,Android,2022-06-25,0,Active Everyday Users,2213.233225806452,137220.46,62,0.8064516129032258,187.97,-0.2167666433384618,1.3033347717034693
USR000686,36,Male,Lucknow,Tier2,CRED,High,31,Android,2022-02-15,2,Loyal Digital Users,2290.816851851852,123704.11,54,0.8888888888888888,169.46,-1.0663739757968347,-0.17482695883546415
USR000687,37,Female,Delhi,Tier1,PhonePe,Low,4,Android,2021-07-20,1,Casual Small Spenders,1823.218,100276.99,55,0.8363636363636363,137.37,-2.118498540850795,0.8896365508949029
USR000688,27,Male,Jaipur,Tier2,CRED,Low,5,Android,2022-04-25,3,Premium Investors,3548.3528301886795,188062.7,53,0.7924528301886793,257.62,1.8690868749786353,1.0811121648557043
USR000689,44,Male,Kolkata,Tier1,WhatsApp Pay,Medium,6,Android,2019-05-22,0,Active Everyday Users,2197.105769230769,114249.5,52,0.7884615384615384,156.51,-0.7788534283149964,2.464580578228138
USR000690,25,Male,Aligarh,Tier3,Google Pay,High,30,iOS,2022-07-16,0,Active Everyday Users,2375.9782758620686,137806.74,58,0.896551724137931,188.78,-0.36074533225428,0.5593958989564912
USR000691,28,Male,Amritsar,Tier3,Google Pay,Medium,7,Web,2022-03-23,3,Premium Investors,4772.944444444444,214782.5,45,0.8,294.22,2.7663382739041795,0.5873765383930664
USR000692,32,Male,Nashik,Tier2,Google Pay,Low,4,Android,2019-06-09,3,Premium Investors,3701.064545454545,203558.55,55,0.8363636363636363,278.85,3.079347406594477,-0.4441286666761099
USR000693,34,Female,Bangalore,Tier1,Amazon Pay,High,22,Android,2020-12-11,1,Casual Small Spenders,3156.6535,126266.14,40,0.75,172.97,-0.9224939081926151,1.4724066915200467
USR000694,26,Male,Visakhapatnam,Tier2,Google Pay,High,36,iOS,2019-11-18,3,Premium Investors,4438.767321428571,248570.97,56,0.8214285714285714,340.51,4.411912632678918,0.7176816183949514
USR000695,23,Male,Visakhapatnam,Tier2,Amazon Pay,Low,3,Android,2022-11-02,0,Active Everyday Users,4019.4296,200971.48,50,0.7,275.3,1.8868636050348353,2.115519097385944
USR000696,38,Male,Ahmedabad,Tier1,CRED,High,35,Android,2021-12-15,1,Casual Small Spenders,2240.788918918919,82909.19,37,0.8378378378378378,113.57,-2.9236894002265386,-0.2187255637763352
USR000697,28,Male,Kolkata,Tier1,Google Pay,High,41,Android,2021-09-24,0,Active Everyday Users,2700.8524,135042.62,50,0.82,184.99,-0.7246896680183774,1.406316299308951
USR000698,37,Female,Indore,Tier2,Google Pay,Medium,14,Android,2022-12-24,3,Premium Investors,3810.25296875,243856.19,64,0.84375,334.05,3.991187723692742,0.7999280188706238
USR000699,24,Male,Faridabad,Tier3,Google Pay,Power,65,Android,2020-08-08,3,Premium Investors,3540.6521999999995,177032.61,50,0.88,242.51,1.7246915926040514,-0.6901182815907555
USR000700,33,Male,Kolkata,Tier1,PhonePe,Medium,14,Web,2019-05-24,2,Loyal Digital Users,2905.637358490566,153998.78,53,0.8679245283018868,210.96,0.23155290313881483,-0.9924886228940822
USR000701,35,Female,Delhi,Tier1,Google Pay,High,43,iOS,2020-10-03,3,Premium Investors,3656.1038,182805.19,50,0.86,250.42,1.2290834626777445,-0.7045000155127185
USR000702,20,Male,Chennai,Tier1,Google Pay,Medium,7,Android,2021-12-31,0,Active Everyday Users,2805.1567924528304,148673.31,53,0.7735849056603774,203.66,0.3854460100124073,1.747866144275258
USR000703,29,Female,Moradabad,Tier3,Paytm,High,30,iOS,2021-03-29,1,Casual Small Spenders,2122.121739130435,97617.6,46,0.7608695652173914,133.72,-1.9833037178770037,2.146251791851258
USR000704,23,Male,Rajkot,Tier3,PhonePe,High,33,Web,2020-09-06,2,Loyal Digital Users,3335.2469767441858,143415.62,43,0.9069767441860465,196.46,-0.41290746010537865,-1.9402719500427674
USR000705,20,Female,Chennai,Tier1,PhonePe,Low,2,Android,2021-11-01,2,Loyal Digital Users,3000.008333333333,144000.4,48,0.8541666666666666,197.26,-0.39945623201679026,-0.8485901068040566
USR000706,63,Female,Coimbatore,Tier2,Google Pay,Low,3,Android,2019-04-02,2,Loyal Digital Users,3776.69625,181281.42,48,0.8958333333333334,248.33,1.6256689842854473,-1.7811596479299232
USR000707,28,Female,Hyderabad,Tier1,CRED,Medium,12,iOS,2022-01-07,0,Active Everyday Users,3097.0111904761907,130074.47,42,0.8095238095238095,178.18,-0.7741186259523722,1.5890082851834237
USR000708,46,Male,Coimbatore,Tier2,Paytm,High,30,iOS,2019-02-25,2,Loyal Digital Users,3406.2797674418603,146470.03,43,0.8604651162790697,200.64,0.25418981401112734,-1.0876634724884953
USR000709,27,Male,Chennai,Tier1,PhonePe,Medium,18,Android,2022-09-15,1,Casual Small Spenders,2223.11775,88924.70999999999,40,0.825,121.81,-2.427833745527824,1.0355057893538284
USR000710,40,Female,Ghaziabad,Tier3,Amazon Pay,High,26,Android,2021-11-26,0,Active Everyday Users,3330.672033898305,196509.65,59,0.7457627118644068,269.19,2.229945146720979,2.8973339644079434
USR000711,44,Male,Hyderabad,Tier1,PhonePe,Power,84,Android,2021-02-14,0,Active Everyday Users,2837.4232075471696,150383.43,53,0.8301886792452831,206.0,0.19316209752760488,0.23458084780475216
USR000712,37,Male,Coimbatore,Tier2,PhonePe,Medium,13,Android,2022-05-09,3,Premium Investors,3668.4177551020407,179752.47,49,0.8775510204081632,246.24,1.100602690179253,0.07912165546218858
USR000713,33,Female,Ahmedabad,Tier1,Paytm,Power,145,Android,2022-03-06,0,Active Everyday Users,3313.9473214285717,185581.05,56,0.7857142857142857,254.22,1.1985214289714612,0.9368293509758655
USR000714,31,Female,Indore,Tier2,Google Pay,Medium,16,Web,2020-03-28,1,Casual Small Spenders,2578.2744444444447,116022.35,45,0.8888888888888888,158.93,-1.468930353623812,-0.5545642421252296
USR000715,29,Male,Delhi,Tier1,Paytm,Power,65,Android,2020-02-09,0,Active Everyday Users,2563.387358490566,135859.53,53,0.8301886792452831,186.11,-0.4657082383289948,0.5478967209002154
USR000716,55,Male,Aligarh,Tier3,Google Pay,Medium,16,iOS,2021-04-11,3,Premium Investors,5268.497307692307,273961.86,52,0.75,375.29,5.52912086157519,-0.3830280021186351
USR000717,47,Female,Allahabad,Tier3,PhonePe,Medium,16,Android,2021-12-24,1,Casual Small Spenders,1947.7033333333327,99332.87,51,0.803921568627451,136.07,-2.210017528718281,2.2718804426544787
USR000718,60,Female,Surat,Tier2,Google Pay,Power,142,Android,2021-01-01,0,Active Everyday Users,2515.964339622641,133346.11,53,0.7924528301886793,182.67,-0.49929472263936203,1.4233990965643732
USR000719,23,Male,Indore,Tier2,PhonePe,Medium,19,iOS,2022-09-01,0,Active Everyday Users,2939.830754716981,155811.03,53,0.8490566037735849,213.44,0.44713979274007415,0.40618374104996874
USR000720,43,Male,Visakhapatnam,Tier2,Paytm,Medium,17,Android,2022-11-22,0,Active Everyday Users,3329.0231914893616,156464.09,47,0.8297872340425532,214.33,0.33132462585710326,0.2866622158664637
USR000721,56,Female,Hyderabad,Tier1,PhonePe,Power,126,Android,2020-09-05,3,Premium Investors,4658.566382978724,218952.62,47,0.8723404255319149,299.94,2.495229387747866,-0.2755977931455713
USR000722,25,Female,Ranchi,Tier2,PhonePe,Low,4,Android,2022-05-17,2,Loyal Digital Users,2538.011896551724,147204.69,58,0.896551724137931,201.65,-0.22562704258265268,-0.017810425694972577
USR000723,21,Male,Chandigarh,Tier3,Google Pay,Low,3,iOS,2021-06-14,1,Casual Small Spenders,2360.845625,113320.59,48,0.8541666666666666,155.23,-1.3980698175950632,0.4369977465426705
USR000724,43,Female,Mumbai,Tier1,PhonePe,Medium,7,Android,2019-06-23,2,Loyal Digital Users,3651.242857142857,153352.2,42,0.8571428571428571,210.07,0.2172167312808176,-1.065479516781071
USR000725,37,Female,Agra,Tier2,Google Pay,Low,3,Android,2022-12-03,2,Loyal Digital Users,3314.3882222222223,149147.47,45,0.9333333333333333,204.31,-0.586306955942919,-3.0644598286683515
USR000726,48,Female,Nashik,Tier2,PhonePe,High,37,iOS,2019-03-24,3,Premium Investors,3256.26131147541,198631.94,61,0.8688524590163934,272.1,2.071636966273931,0.4855216988029361
USR000727,23,Male,Mumbai,Tier1,PhonePe,Medium,11,Android,2020-03-08,3,Premium Investors,4470.9525,268257.15,60,0.8666666666666667,367.48,4.4062889845083095,-0.6000077356142481
USR000728,46,Female,Jabalpur,Tier3,PhonePe,Medium,14,iOS,2021-01-31,0,Active Everyday Users,3288.068333333333,138098.87,42,0.7857142857142857,189.18,0.044368349360459435,0.5361140233920867
USR000729,25,Female,Kanpur,Tier2,Google Pay,High,42,Android,2022-12-04,0,Active Everyday Users,2961.946,148097.3,50,0.82,202.87,0.1395533627422368,0.3844584602560325
USR000730,24,Male,Nashik,Tier2,PhonePe,Low,3,Web,2021-11-02,1,Casual Small Spenders,2996.2326086956523,137826.7,46,0.8695652173913043,188.8,-0.9089851900842559,-0.8814343018701707
USR000731,24,Female,Hyderabad,Tier1,PhonePe,Medium,18,iOS,2021-05-25,1,Casual Small Spenders,2652.811333333333,119376.51,45,0.8666666666666667,163.53,-1.497267057649099,-1.026407467704081
USR000732,47,Male,Vadodara,Tier2,Paytm,High,35,Android,2021-01-21,3,Premium Investors,3598.836727272727,197936.02,55,0.8909090909090909,271.15,1.7443232405250926,-0.350695014155123
USR000733,40,Female,Kolkata,Tier1,PhonePe,Medium,20,Android,2022-11-08,3,Premium Investors,4463.1778,223158.89,50,0.92,305.7,2.7845055488294443,-1.6140798176604048
USR000734,35,Female,Jaipur,Tier2,Paytm,Low,2,Android,2019-09-17,3,Premium Investors,4281.780980392156,218370.83,51,0.9215686274509803,299.14,2.6829979750138993,-2.737272030369353
USR000735,29,Male,Delhi,Tier1,Google Pay,High,21,Android,2022-03-08,0,Active Everyday Users,3258.316451612903,202015.62,62,0.8225806451612904,276.73,1.7706669990390742,0.6337986945298604
USR000736,49,Male,Mumbai,Tier1,Paytm,Medium,13,Android,2022-10-03,1,Casual Small Spenders,2590.2368292682927,106199.71,41,0.8536585365853658,145.48,-1.5865070411284312,-0.7892497527901396
USR000737,30,Male,Delhi,Tier1,Paytm,Power,76,Android,2021-07-15,1,Casual Small Spenders,2372.5772,118628.86,50,0.84,162.51,-0.6740625187884908,-0.0410872563673862
USR000738,47,Female,Chennai,Tier1,Amazon Pay,Medium,19,Android,2019-04-24,2,Loyal Digital Users,2685.2488,134262.44,50,0.88,183.92,-0.5634028790419287,-0.4482026597680616
USR000739,32,Female,Lucknow,Tier2,Paytm,High,43,Android,2021-10-01,3,Premium Investors,3792.265,250289.49,66,0.8636363636363636,342.86,3.468754480887172,0.025632674177526762
USR000740,30,Male,Meerut,Tier3,WhatsApp Pay,Low,2,Android,2022-12-23,1,Casual Small Spenders,2507.816,100312.64,40,0.8,137.41,-2.3566505536184,0.01989783049827269
USR000741,33,Male,Delhi,Tier1,PhonePe,Medium,12,Android,2019-06-20,1,Casual Small Spenders,1887.72125,90610.62,48,0.8333333333333334,124.12,-2.0679782655751042,1.000338416140359
USR000742,28,Male,Varanasi,Tier3,Google Pay,Medium,18,iOS,2020-05-26,0,Active Everyday Users,2396.549814814815,129413.69,54,0.8148148148148148,177.28,-0.3059957241214641,1.9999302030407295
USR000743,43,Female,Ahmedabad,Tier1,PhonePe,Medium,17,Android,2021-12-30,0,Active Everyday Users,3610.839807692307,187763.67,52,0.7884615384615384,257.21,1.3762661126677374,1.2193971702032222
USR000744,34,Female,Indore,Tier2,WhatsApp Pay,Medium,20,Android,2021-12-16,1,Casual Small Spenders,2424.789555555556,109115.53,45,0.7333333333333333,149.47,-2.12494746329599,1.9946372747734362
USR000745,26,Male,Ahmedabad,Tier1,Paytm,Medium,16,Android,2022-08-06,0,Active Everyday Users,2543.05406779661,150040.19,59,0.8135593220338984,205.53,0.08137062988022525,1.407377418385886
USR000746,51,Male,Lucknow,Tier2,Paytm,High,32,Android,2019-10-30,1,Casual Small Spenders,3395.9147727272725,149420.25,44,0.8181818181818182,204.69,-0.7168522739459564,-0.41138711792032084
USR000747,30,Female,Varanasi,Tier3,PhonePe,Medium,10,Android,2019-09-13,2,Loyal Digital Users,2343.7740000000003,128907.57,55,0.8909090909090909,176.59,-0.6714119794861368,-0.10774401298495262
USR000748,36,Male,Tiruchirappalli,Tier3,Google Pay,High,37,Android,2019-06-16,2,Loyal Digital Users,3275.969534883721,140866.69,43,0.9302325581395349,192.97,-0.23040900332958988,-1.5053084875516711
USR000749,51,Male,Ahmedabad,Tier1,Google Pay,High,24,Android,2020-12-13,1,Casual Small Spenders,1963.808909090909,108009.49,55,0.8727272727272727,147.96,-1.83394559343475,0.5204606608336334
USR000750,38,Male,Kanpur,Tier2,Google Pay,High,40,Android,2022-05-06,3,Premium Investors,4747.602199999999,237380.11,50,0.76,325.18,4.654898300168869,-0.3066415880562804
USR000751,23,Female,Moradabad,Tier3,Paytm,Medium,13,iOS,2019-10-04,2,Loyal Digital Users,3539.6538297872344,166363.73,47,0.8723404255319149,227.9,0.6269992747926497,-1.186397361551029
USR000752,56,Male,Jaipur,Tier2,Amazon Pay,Low,4,Android,2022-05-24,2,Loyal Digital Users,3269.7592307692303,170027.47999999998,52,0.8653846153846154,232.91,0.18611534443387223,-0.2677562680300728
USR000753,39,Male,Patna,Tier2,PhonePe,Low,3,Android,2020-11-17,1,Casual Small Spenders,2226.1943137254902,113535.91,51,0.8235294117647058,155.53,-1.7932120864051295,-0.029748414937680087
USR000754,29,Male,Patna,Tier2,Paytm,Medium,16,Android,2020-03-15,2,Loyal Digital Users,2564.8007142857145,107721.63,42,0.9285714285714286,147.56,-1.3527096567468468,-1.842049677217918
USR000755,23,Female,Kanpur,Tier2,Google Pay,Medium,15,iOS,2022-07-03,0,Active Everyday Users,2642.164716981132,140034.73,53,0.8490566037735849,191.83,-0.893576281986085,0.9652130531083832
USR000756,46,Female,Mumbai,Tier1,PhonePe,Low,3,iOS,2021-07-28,0,Active Everyday Users,3445.34984375,220502.39,64,0.796875,302.06,1.8212470380012815,2.095951810544636
USR000757,38,Female,Visakhapatnam,Tier2,PhonePe,Medium,12,Android,2019-05-17,2,Loyal Digital Users,2643.5103921568625,134819.03,51,0.9019607843137255,184.68,-0.8510953281494746,-0.36090516721599447
USR000758,35,Male,Surat,Tier2,PhonePe,High,31,Android,2020-08-14,3,Premium Investors,3586.467777777778,193669.26,54,0.9074074074074074,265.3,1.3072093460451673,-1.1199696356295985
USR000759,50,Male,Nashik,Tier2,Google Pay,Medium,10,Android,2021-06-24,1,Casual Small Spenders,2766.3106451612903,85755.63,31,0.8064516129032258,117.47,-3.6496239507197696,-0.9983310810191993
USR000760,45,Male,Pune,Tier1,PhonePe,Low,4,Android,2022-01-20,0,Active Everyday Users,2453.1084905660377,130014.75,53,0.8679245283018868,178.1,-1.0447251753651539,0.2847001207106405
USR000761,24,Female,Mysore,Tier3,PhonePe,Medium,9,iOS,2019-05-25,3,Premium Investors,4503.80152542373,265724.29000000004,59,0.8813559322033898,364.01,3.5949600891360713,0.1412059889967569
USR000762,28,Female,Bikaner,Tier3,PhonePe,Medium,15,Web,2022-08-31,0,Active Everyday Users,2252.8695652173915,103632.0,46,0.7391304347826086,141.96,-1.3646927468486119,2.1291629808151744
USR000763,26,Male,Surat,Tier2,PhonePe,Medium,15,Android,2021-01-11,3,Premium Investors,3446.464918032787,210234.36,61,0.8524590163934426,287.99,2.0654693011273833,-0.5854725516613942
USR000764,43,Male,Chandigarh,Tier3,Google Pay,Medium,11,Android,2020-01-09,3,Premium Investors,3525.7481666666667,211544.89,60,0.9,289.79,2.5374985754063166,-1.3352736902938342
USR000765,19,Male,Madurai,Tier2,Google Pay,High,26,Android,2021-10-10,2,Loyal Digital Users,3559.141333333333,160161.36000000002,45,0.8888888888888888,219.4,0.5162827576654277,-0.6374822779864334
USR000766,37,Female,Aligarh,Tier3,PhonePe,High,45,iOS,2019-06-06,1,Casual Small Spenders,2310.0455555555554,124742.46,54,0.8148148148148148,170.88,-1.2799381973549142,1.299080219511736
USR000767,44,Male,Hyderabad,Tier1,Google Pay,Low,2,Android,2021-02-12,3,Premium Investors,2954.2420512820518,230430.88,78,0.8589743589743589,315.66,3.1661642370284304,1.5696793956206465
USR000768,49,Male,Delhi,Tier1,Google Pay,High,30,Android,2020-11-21,3,Premium Investors,3954.063733333333,296554.78,75,0.8,406.24,5.441168148149133,0.875946881637827
USR000769,29,Male,Hyderabad,Tier1,PhonePe,Low,2,Android,2019-06-24,3,Premium Investors,3862.781206896552,224041.31,58,0.8620689655172413,306.91,3.8407763275178466,-0.05575392692821865
USR000770,47,Female,Coimbatore,Tier2,CRED,Medium,8,Android,2021-08-03,0,Active Everyday Users,2307.9416071428573,129244.73,56,0.8571428571428571,177.05,-0.4795493803376283,1.0187590196426037
USR000771,23,Female,Coimbatore,Tier2,CRED,Power,58,Android,2019-07-28,3,Premium Investors,3296.7225,224177.13,68,0.8676470588235294,307.09,2.7918517070132447,1.2712184792056436
USR000772,48,Male,Nashik,Tier2,PhonePe,Power,62,iOS,2022-05-30,2,Loyal Digital Users,2687.625178571429,150507.01,56,0.9107142857142857,206.17,-0.1226677374797606,-0.4147288871886744
USR000773,23,Female,Jodhpur,Tier3,PhonePe,High,42,Web,2020-05-01,3,Premium Investors,3320.68,209202.84,63,0.9047619047619048,286.58,2.124362953351579,-1.0240360587882658
USR000774,31,Female,Delhi,Tier1,PhonePe,Low,3,iOS,2019-06-02,3,Premium Investors,3990.077234042553,187533.63,47,0.7872340425531915,256.9,1.7477937091119202,1.1792748330441791
USR000775,46,Male,Ranchi,Tier2,Google Pay,Low,2,iOS,2020-12-17,2,Loyal Digital Users,2659.839230769231,138311.64,52,0.9038461538461539,189.47,-0.041205345194343636,-0.6865948391194702
USR000776,24,Male,Kolkata,Tier1,Paytm,Low,5,Android,2022-09-11,0,Active Everyday Users,3609.2791666666662,173245.4,48,0.8125,237.32,1.1362324140661486,-0.08497036070333873
USR000777,26,Male,Aurangabad,Tier3,Google Pay,High,41,iOS,2021-01-06,3,Premium Investors,4300.7892156862745,219340.25,51,0.9607843137254902,300.47,2.442919980415384,-3.0677061479045773
USR000778,42,Male,Faridabad,Tier3,Paytm,High,38,Web,2020-09-02,2,Loyal Digital Users,3170.032352941176,161671.65,51,0.8823529411764706,221.47,0.7553486240615568,-0.7369618121979747
USR000779,42,Male,Madurai,Tier2,Paytm,Medium,19,Web,2019-11-22,1,Casual Small Spenders,1931.191636363636,106215.54,55,0.8,145.5,-2.4701568682554282,1.7633278905810839
USR000780,39,Female,Guwahati,Tier3,PhonePe,Power,71,Android,2019-09-09,2,Loyal Digital Users,2328.3760344827588,135045.81,58,0.9482758620689655,184.99,-0.5489148504820565,-1.4648791201660125
USR000781,41,Male,Bareilly,Tier3,Paytm,Medium,19,Android,2020-11-26,3,Premium Investors,5081.67025,203266.81,40,0.775,278.45,3.0516939832341308,0.3532228946989702
USR000782,36,Male,Bareilly,Tier3,CRED,High,29,Android,2019-01-16,0,Active Everyday Users,2968.179552238806,198868.03,67,0.7164179104477612,272.42,2.4207885604089956,3.7687020115293812
USR000783,27,Female,Vadodara,Tier2,Paytm,Medium,18,Android,2020-03-08,0,Active Everyday Users,2322.153829787234,109141.23,47,0.7872340425531915,149.51,-1.2216955616498182,2.0686814685706176
USR000784,29,Male,Aurangabad,Tier3,PhonePe,Medium,11,Android,2022-05-19,3,Premium Investors,4581.543333333333,233658.71,51,0.8823529411764706,320.08,3.3285091695595597,-1.1487133458358079
USR000785,25,Male,Madurai,Tier2,CRED,High,34,iOS,2021-10-17,0,Active Everyday Users,3205.647543859649,182721.91,57,0.7894736842105263,250.3,1.362059912003062,1.4664159683967275
USR000786,52,Male,Bangalore,Tier1,Paytm,High,23,Android,2019-05-21,2,Loyal Digital Users,3059.0650000000005,134598.86000000002,44,0.8863636363636364,184.38,-0.425756751327521,-0.9060735112743222
USR000787,37,Female,Nashik,Tier2,CRED,Medium,20,Android,2021-05-09,2,Loyal Digital Users,3161.125,120122.75,38,0.868421052631579,164.55,-0.48055229184208775,-0.5719854152294347
USR000788,31,Male,Ahmedabad,Tier1,PhonePe,High,33,Android,2020-03-15,0,Active Everyday Users,2253.865084745763,132978.04,59,0.847457627118644,182.16,-0.5423269596877542,0.7926014830286122
USR000789,33,Female,Kolkata,Tier1,PhonePe,Medium,17,Web,2020-07-21,2,Loyal Digital Users,3247.4866666666667,165621.82,51,0.8627450980392157,226.88,0.07426085728290545,-0.9484560294013538
USR000790,57,Male,Moradabad,Tier3,PhonePe,High,47,Android,2022-05-31,2,Loyal Digital Users,3322.897,166144.85,50,0.9,227.6,0.8555131686524007,-0.7423556866897243
USR000791,24,Male,Hyderabad,Tier1,Google Pay,Power,75,Android,2019-05-16,0,Active Everyday Users,1927.9021052631576,109890.42,57,0.7894736842105263,150.53,-1.0554522203445418,2.194568874035309
USR000792,37,Female,Chennai,Tier1,WhatsApp Pay,Medium,20,Android,2021-09-28,1,Casual Small Spenders,3195.5923255813955,137410.47,43,0.7441860465116279,188.23,-1.348840779713171,1.3850347116028905
USR000793,34,Male,Ahmedabad,Tier1,PhonePe,Medium,16,Android,2019-05-09,3,Premium Investors,3843.864237288136,226787.99,59,0.7966101694915254,310.67,3.453967746649278,2.0810770996360874
USR000794,38,Female,Lucknow,Tier2,PhonePe,Low,3,Web,2019-04-30,0,Active Everyday Users,3144.3029310344828,182369.57,58,0.8620689655172413,249.82,1.385676289649689,0.5755509541586692
USR000795,18,Male,Ghaziabad,Tier3,Paytm,High,37,Web,2019-07-16,3,Premium Investors,3750.5103448275854,217529.6,58,0.896551724137931,297.99,2.2314657247552585,-0.6406242261397973
USR000796,49,Male,Kanpur,Tier2,WhatsApp Pay,Medium,8,Web,2019-08-29,3,Premium Investors,3028.6143939393937,199888.55,66,0.8636363636363636,273.82,1.91965180414295,0.6496294638935848
USR000797,55,Male,Aurangabad,Tier3,PhonePe,High,29,Web,2021-04-20,0,Active Everyday Users,2735.799827586208,158676.39,58,0.7413793103448276,217.36,0.7576266183740497,2.263377920378159
USR000798,36,Female,Nashik,Tier2,PhonePe,Medium,10,iOS,2021-12-07,2,Loyal Digital Users,2872.0219230769235,149345.14,52,0.8846153846153846,204.58,-0.06735890010643464,-1.0000094432117286
USR000799,41,Female,Kolkata,Tier1,Google Pay,Low,4,Android,2019-10-18,2,Loyal Digital Users,2097.496607142857,117459.81,56,0.8928571428571429,160.9,-0.867469541918097,-1.188886305757342
USR000800,54,Male,Faridabad,Tier3,PhonePe,Low,2,Android,2022-08-04,2,Loyal Digital Users,2640.4984090909093,116181.93,44,0.9318181818181818,159.15,-1.5327217922329248,-1.6354672341567125
USR000801,42,Male,Ahmedabad,Tier1,PhonePe,Medium,13,Android,2021-04-21,0,Active Everyday Users,2760.5966666666664,132508.63999999998,48,0.7916666666666666,181.52,-0.561893904601833,2.2665735361431367
USR000802,24,Male,Kolkata,Tier1,PhonePe,High,26,Android,2022-06-20,2,Loyal Digital Users,2845.693913043478,130901.92,46,0.8695652173913043,179.32,-0.09147345937189584,-0.14915765856540067
USR000803,37,Male,Noida,Tier3,PhonePe,Power,124,Web,2022-03-03,3,Premium Investors,3766.9384905660377,199647.74,53,0.8867924528301887,273.49,2.9242887947702036,0.3661354322304781
USR000804,38,Male,Ahmedabad,Tier1,Paytm,High,42,Android,2019-09-01,2,Loyal Digital Users,2134.6326,106731.63,50,0.9,146.21,-1.653799659925965,-0.2854330279803356
USR000805,31,Female,Varanasi,Tier3,CRED,Low,1,Android,2022-03-14,0,Active Everyday Users,3322.03875,132881.55,40,0.775,182.03,-0.625981136312397,0.9366836549190661
USR000806,43,Male,Ghaziabad,Tier3,Paytm,Medium,16,iOS,2019-06-26,2,Loyal Digital Users,2838.468039215686,144761.87,51,0.8823529411764706,198.3,-0.5647818581680237,-1.226273533636202
USR000807,55,Male,Madurai,Tier2,Google Pay,Medium,18,Android,2020-04-14,2,Loyal Digital Users,2949.02298245614,168094.31,57,0.8947368421052632,230.27,-0.061209325897985924,-0.963082761352054
USR000808,54,Male,Pune,Tier1,PhonePe,Medium,18,iOS,2019-11-12,3,Premium Investors,3832.8592,191642.96,50,0.82,262.52,2.042155599917538,0.5601626072811995
USR000809,32,Female,Pune,Tier1,PhonePe,High,30,iOS,2019-06-02,1,Casual Small Spenders,1798.1509433962265,95302.0,53,0.7547169811320755,130.55,-2.4891119062761913,2.9855309096664078
